作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Allcott, H., Boxell, L., Conway, J., Gentzkow, M., Thaler, M., Yang, D.","17433648600;56624531700;57219294082;6508026665;57221602065;57209146773;","Polarization and public health: Partisan differences in social distancing during the coronavirus pandemic",2020,"Journal of Public Economics","191",,"104254","","",,177,"10.1016/j.jpubeco.2020.104254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092107835&doi=10.1016%2fj.jpubeco.2020.104254&partnerID=40&md5=ef7e5624e70901a57c94cefe4bfd82e2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85092107835
"Allcott, H., Braghieri, L., Eichmeyer, S., Gentzkow, M.","17433648600;57216922707;57216927219;6508026665;","The welfare effects of social media†",2020,"American Economic Review","110","3",,"629","676",,73,"10.1257/aer.20190658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083421439&doi=10.1257%2faer.20190658&partnerID=40&md5=e97d14fa2ebe438e5792f6bf29215e55",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85083421439
"Allcott, H., Diamond, R., Dubé, J.-P., Handbury, J., Rahkovsky, I., Schnell, M.","17433648600;57169795300;7102592254;57211669832;54997942500;57203506168;","Food deserts and the causes of nutritional inequality",2019,"Quarterly Journal of Economics","134","4",,"1793","1844",,69,"10.1093/qje/qjz015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074760064&doi=10.1093%2fqje%2fqjz015&partnerID=40&md5=ce0c0410693557e31cfd10acd2364494",Article,"Final","",Scopus,2-s2.0-85074760064
"Grummon, A.H., Lockwood, B.B., Taubinsky, D., Allcott, H.","56166527300;57209028574;25226290400;17433648600;","Designing better sugary drink taxes",2019,"Science","365","6457",,"989","990",,22,"10.1126/science.aav5199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071778986&doi=10.1126%2fscience.aav5199&partnerID=40&md5=9805e174905eef23b653fa0043f10501",Short Survey,"Final","All Open Access, Green",Scopus,2-s2.0-85071778986
"Allcott, H., Gentzkow, M., Yu, C.","17433648600;6508026665;57208742919;","Trends in the diffusion of misinformation on social media",2019,"Research and Politics","6","2",,"","",,152,"10.1177/2053168019848554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065637688&doi=10.1177%2f2053168019848554&partnerID=40&md5=6d9d52fe59db8533b7de248b19201d5f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85065637688
"Allcott, H., Knittel, C.","17433648600;6603931435;","Are consumers poorly informed about fuel economy? Evidence from two experiments",2019,"American Economic Journal: Economic Policy","11","1",,"1","37",,32,"10.1257/pol.20170019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061912680&doi=10.1257%2fpol.20170019&partnerID=40&md5=8e466fa7bafdd3b449f7ef7ff1b82f4d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85061912680
"Allcott, H., Lockwood, B.B., Taubinsky, D.","17433648600;57209028574;25226290400;","Should we tax sugar-sweetened beverages? An overview of theory and evidence",2019,"Journal of Economic Perspectives","33","3",,"202","227",,61,"10.1257/jep.33.3.202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071271494&doi=10.1257%2fjep.33.3.202&partnerID=40&md5=957c7aecfa085c377d685be5182550f7",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85071271494
"Allcott, H., Kessler, J.B.","17433648600;54926830600;","The welfare effects of nudges: A case study of energy use social comparisons",2019,"American Economic Journal: Applied Economics","11","1",,"236","276",,87,"10.1257/app.20170328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062553355&doi=10.1257%2fapp.20170328&partnerID=40&md5=17bba81eaf9ce69242fb47e4c32058c2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85062553355
"Allcott, H., Keniston, D.","17433648600;56584751500;","Dutch disease or agglomeration? The local economic effects of natural resource booms in modern America",2018,"Review of Economic Studies","85","2",,"695","731",,119,"10.1093/restud/rdx042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044851613&doi=10.1093%2frestud%2frdx042&partnerID=40&md5=402fa5579233d73836c98d0d4c5e7dc7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85044851613
"Allcott, H., Gentzkow, M.","17433648600;6508026665;","Social media and fake news in the 2016 election",2017,"Journal of Economic Perspectives","31","2",,"211","236",,1996,"10.1257/jep.31.2.211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019053509&doi=10.1257%2fjep.31.2.211&partnerID=40&md5=b8424a18238147c1ba26593b1e49148c",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85019053509
"Allcott, H., Sweeney, R.L.","17433648600;57193253091;","The role of sales agents in information disclosure: Evidence from a field experiment",2017,"Management Science","63","1",,"21","39",,31,"10.1287/mnsc.2015.2327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012092890&doi=10.1287%2fmnsc.2015.2327&partnerID=40&md5=3290139c7a1edfb592aac168c63a09d5",Article,"Final","",Scopus,2-s2.0-85012092890
"Allcott, H.","17433648600;","Paternalism and Energy Efficiency: An Overview",2016,"Annual Review of Economics","8",,,"145","176",,30,"10.1146/annurev-economics-080315-015255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994608348&doi=10.1146%2fannurev-economics-080315-015255&partnerID=40&md5=cef4208d48f4d3798512576c92d1d5d7",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84994608348
"Burke, M., Craxton, M., Kolstad, C.D., Onda, C., Allcott, H., Baker, E., Barrage, L., Carson, R., Gillingham, K., Graf-Zivin, J., Greenstone, M., Hallegatte, S., Hanemann, W.M., Heal, G., Hsiang, S., Jones, B., Kelly, D.L., Kopp, R., Kotchen, M., Mendelsohn, R., Meng, K., Metcalf, G., Moreno-Cruz, J., Pindyck, R., Rose, S., Rudik, I., Stock, J., Tol, R.S.J.","9744099300;57188803805;6603725191;55338418300;17433648600;23048959600;35221161500;23003412900;22984715200;57188816336;7005579308;23392612400;6603225504;7004654074;36518809500;8967584300;36882206800;7102794612;6505919766;57206544769;53865323700;7004606890;36872459400;6701565856;15825990000;57188802905;7202122235;55765581600;","Opportunities for advances in climate change economics",2016,"Science","352","6283",,"292","293",,72,"10.1126/science.aad9634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963612302&doi=10.1126%2fscience.aad9634&partnerID=40&md5=6a78c2b47334d48e37953fc2c2209e1a",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84963612302
"Allcott, H., Collard-Wexler, A., O'Connell, S.D.","17433648600;24764439800;57226794701;","How do electricity shortages affect industry? Evidence from India",2016,"American Economic Review","106","3",,"587","624",,121,"10.1257/aer.20140389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960887276&doi=10.1257%2faer.20140389&partnerID=40&md5=1343d7e78ae2fac73a42d052a132b611",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84960887276
"Allcott, H.","17433648600;","Site selection bias in program evaluation",2015,"Quarterly Journal of Economics","130","3",,"1117","1165",,133,"10.1093/qje/qjv015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939491193&doi=10.1093%2fqje%2fqjv015&partnerID=40&md5=28254b27f8ac1af7fcc67cf8c27e8e3d",Article,"Final","",Scopus,2-s2.0-84939491193
"Allcott, H., Taubinsky, D.","17433648600;25226290400;","Evaluating behaviorally motivated policy: Experimental evidence from the lightbulb market",2015,"American Economic Review","105","8",,"2501","2538",,147,"10.1257/aer.20131564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930574384&doi=10.1257%2faer.20131564&partnerID=40&md5=032e4ff2861f629bf4fb251d929eeca2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84930574384
"Allcott, H., Sunstein, C.R.","17433648600;7006153931;","Counterpoint to six potential arguments against ""Regulating Internalities""",2015,"Journal of Policy Analysis and Management","34","3",,"712","715",,3,"10.1002/pam.21844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930574433&doi=10.1002%2fpam.21844&partnerID=40&md5=3ad8ca7a8c2be1f306257a1260174517",Note,"Final","",Scopus,2-s2.0-84930574433
