作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Zhou, K.Z., Wang, K., Xu, D., Xie, E.","7202914654;57651884700;7404073938;24725864600;","Drinking poison to quench thirst: Does bribery foster firm performance in China?",2022,"Journal of Business Research","147",,,"505","517",,,"10.1016/j.jbusres.2022.04.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129040919&doi=10.1016%2fj.jbusres.2022.04.038&partnerID=40&md5=ca23bb214d6bf66799e8d15984544dca",Article,"Final","",Scopus,2-s2.0-85129040919
"Dong, M., Wang, L., Yang, D., Zhou, K.Z.","57349895800;57194171797;56138601800;7202914654;","Performance feedback and export intensity of Chinese private firms: Moderating roles of institution-related factors",2022,"International Business Review","31","3","101948","","",,,"10.1016/j.ibusrev.2021.101948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119624903&doi=10.1016%2fj.ibusrev.2021.101948&partnerID=40&md5=fb150ad7c33fe6a4a57f00f25c496c0f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85119624903
"E, M., Chen, X., Zhou, K.Z., Zhang, C.","57416024900;35075782200;7202914654;55276521900;","Loose lips sink ships: The double-edged effect of distributor voice on channel relationship performance",2022,"Industrial Marketing Management","102",,,"141","152",,,"10.1016/j.indmarman.2022.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123023826&doi=10.1016%2fj.indmarman.2022.01.005&partnerID=40&md5=0d86b2b5fa37b51183ef41b546957db2",Article,"Final","",Scopus,2-s2.0-85123023826
"Shen, L., Zhou, K.Z., Zhang, C.","57207182803;7202914654;55276521900;","Is Interpersonal Guanxi Beneficial in Fostering Interfirm Trust? The Contingent Effect of Institutional- and Individual-Level Characteristics",2022,"Journal of Business Ethics","176","3",,"575","592",,6,"10.1007/s10551-020-04665-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095410697&doi=10.1007%2fs10551-020-04665-4&partnerID=40&md5=aa860e8e6daa414e7d517ec3384be904",Article,"Final","",Scopus,2-s2.0-85095410697
"Jiang, W., Wang, L., Zhou, K.Z.","56719962400;57194171797;7202914654;","Green Practices and Customer Evaluations of the Service Experience: The Moderating Roles of External Environmental Factors and Firm Characteristics",2022,"Journal of Business Ethics",,,,"","",,,"10.1007/s10551-022-05044-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123886255&doi=10.1007%2fs10551-022-05044-x&partnerID=40&md5=939056b0eea3cb14eeaf02c510571a59",Article,"Article in Press","",Scopus,2-s2.0-85123886255
"Zhou, C., Hui, K.N.-C., Zhou, K.Z., Gong, Y.","57193739953;57201895308;7202914654;7402475383;","Is failure the mother of success? Prior failure experience and cross-border M&amp;A completion by emerging market firms",2022,"Asia Pacific Journal of Management",,,,"","",,,"10.1007/s10490-021-09802-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123092239&doi=10.1007%2fs10490-021-09802-9&partnerID=40&md5=44e572e36e7a334b62b127409ecbc9b8",Article,"Article in Press","",Scopus,2-s2.0-85123092239
"Wang, A.X., Zhou, K.Z.","57201487672;7202914654;","Financial munificence, R&amp;D intensity, and new venture survival: critical roles of CEO attributes",2022,"Small Business Economics",,,,"","",,,"10.1007/s11187-021-00592-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122910419&doi=10.1007%2fs11187-021-00592-4&partnerID=40&md5=08ef533f9ec923d92e62a21c72286d27",Article,"Article in Press","",Scopus,2-s2.0-85122910419
"Jin, J.L., Zhou, K.Z.","57193274124;7202914654;","Is Ambidextrous Innovation Strategy Beneficial to International Joint Venture Performance? Evidence from China",2021,"Journal of International Marketing","29","4",,"1","21",,1,"10.1177/1069031X211006075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116511266&doi=10.1177%2f1069031X211006075&partnerID=40&md5=09273cf5b7bc67c70068f46a7cffb52f",Article,"Final","",Scopus,2-s2.0-85116511266
"Jean, R.-J.B., Kim, D., Zhou, K.Z., Cavusgil, S.T.","22934391800;55902739400;7202914654;6603748728;","E-platform use and exporting in the context of Alibaba: A signaling theory perspective",2021,"Journal of International Business Studies","52","8",,"1501","1528",,11,"10.1057/s41267-020-00396-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100118476&doi=10.1057%2fs41267-020-00396-w&partnerID=40&md5=48348a3cb3b4965af855933653ccaa99",Article,"Final","",Scopus,2-s2.0-85100118476
"You, S., Zhou, K.Z., Jia, L.","55134686000;7202914654;21740760200;","How does human capital foster product innovation? The contingent roles of industry cluster features",2021,"Journal of Business Research","130",,,"335","347",,7,"10.1016/j.jbusres.2021.03.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103984296&doi=10.1016%2fj.jbusres.2021.03.046&partnerID=40&md5=f362e7e135a143113da806b140265ac8",Article,"Final","",Scopus,2-s2.0-85103984296
