作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Gómez-Mejia, L.R., Chirico, F., Martin, G., Baù, M.","6603684572;6602969992;55365276900;55815816900;","Best Among the Worst or Worst Among the Best? Socioemotional Wealth and Risk-Performance Returns for Family and Non-family Firms Under Financial Distress",2022,"Entrepreneurship: Theory and Practice",,,,"","",,,"10.1177/10422587211057420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125518666&doi=10.1177%2f10422587211057420&partnerID=40&md5=1e3fbf6e1eb5576d189fd823cbb23fe3",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85125518666
"Rovelli, P., Massis, A.D., Gomez-Mejia, L.R.","57202499419;57457343500;6603684572;","Are narcissistic CEOs good or bad for family firm innovation?",2022,"Human Relations",,,,"","",,,"10.1177/00187267221076834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124826413&doi=10.1177%2f00187267221076834&partnerID=40&md5=814ce6028df790fe48a26a1818d743ea",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85124826413
"Gómez-Mejía, L.R., Herrero, I.","6603684572;7003953826;","Back to square one: The measurement of Socioemotional Wealth (SEW)",2022,"Journal of Family Business Strategy",,,"100480","","",,2,"10.1016/j.jfbs.2021.100480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122968035&doi=10.1016%2fj.jfbs.2021.100480&partnerID=40&md5=525e07bd5c50bca56f62b490f1ef4877",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85122968035
"King, D.R., Meglio, O., Gomez-Mejia, L., Bauer, F., De Massis, A.","36707756500;26434360300;6603684572;55990634600;22834266400;","Family Business Restructuring: A Review and Research Agenda",2022,"Journal of Management Studies","59","1",,"197","235",,12,"10.1111/joms.12717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106295414&doi=10.1111%2fjoms.12717&partnerID=40&md5=2386e83b5e7d491a54459d6df008fa03",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85106295414
"Gomez-Mejia, L.R., Martin, G., Villena, V.H., Wiseman, R.M.","6603684572;55365276900;35231668400;7102299139;","The behavioral agency model: Revised concepts and implications for operations and supply chain research",2021,"Decision Sciences","52","5",,"1026","1038",,2,"10.1111/deci.12547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116117945&doi=10.1111%2fdeci.12547&partnerID=40&md5=78cde4d54d54fee647c97569c26f01c0",Review,"Final","",Scopus,2-s2.0-85116117945
"Firfiray, S., Gomez-Mejia, L.R.","36645933900;6603684572;","When is Ambivalence Good for Family Firms? Understanding the Impact of Family Managers' Emotional Ambivalence on Decision Making",2021,"Entrepreneurship Research Journal","11","3",,"177","189",,3,"10.1515/erj-2021-0181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107042596&doi=10.1515%2ferj-2021-0181&partnerID=40&md5=740e45f2895b78cbb62142bc4a87c200",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85107042596
"Vázquez, P., Mejía, L.G., Molina, M.","57188838909;6603684572;57225917386;","Job, career, and calling of the next generation of the family firm: A Latin American perspective",2021,"Talent Management in Latin America: Pressing Issues and Best Practices",,,,"63","77",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109744543&partnerID=40&md5=b936790abc13d2a20d3fe8b6815f2ced",Book Chapter,"Final","",Scopus,2-s2.0-85109744543
"Christensen-Salem, A., Mesquita, L.F., Hashimoto, M., Hom, P.W., Gomez-Mejia, L.R.","57200796001;15834923900;57221031698;6602184203;6603684572;","Family firms are indeed better places to work than non-family firms! Socioemotional wealth and employees’ perceived organizational caring",2021,"Journal of Family Business Strategy","12","1","100412","","",,8,"10.1016/j.jfbs.2020.100412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101630954&doi=10.1016%2fj.jfbs.2020.100412&partnerID=40&md5=30602644f865fddfe50f99c6a9c6d66d",Article,"Final","",Scopus,2-s2.0-85101630954
"Firfiray, S., Gomez-Mejia, L.R.","36645933900;6603684572;","Can family firms nurture socioemotional wealth in the aftermath of Covid-19? Implications for research and practice",2021,"BRQ Business Research Quarterly","24","3",,"249","257",,6,"10.1177/23409444211008907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104563639&doi=10.1177%2f23409444211008907&partnerID=40&md5=1f9dabaac3af08495f00f195f33fe0f0",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85104563639
"Chirico, F., Gómez-Mejia, L.R., Hellerstedt, K., Withers, M., Nordqvist, M.","6602969992;6603684572;35097490700;27468005300;25123088800;","To Merge, Sell, or Liquidate? Socioemotional Wealth, Family Control, and the Choice of Business Exit",2020,"Journal of Management","46","8",,"1342","1379",,40,"10.1177/0149206318818723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060574822&doi=10.1177%2f0149206318818723&partnerID=40&md5=c1e1b27b3b879792d2210c7e3ede676d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85060574822
"Martin, G.P., Wiseman, R.M., Gomez-Mejia, L.R.","55365276900;7102299139;6603684572;","The Ethical Dimension of Equity Incentives: A Behavioral Agency Examination of Executive Compensation and Pension Funding",2020,"Journal of Business Ethics","166","3",,"595","610",,8,"10.1007/s10551-019-04134-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062695682&doi=10.1007%2fs10551-019-04134-7&partnerID=40&md5=14952c36d91259a0a2e08094ffd38f0d",Article,"Final","",Scopus,2-s2.0-85062695682
"Benischke, M.H., Martin, G.P., Gomez-Mejia, L.R., Ljubownikow, G.","56235842500;55365276900;6603684572;57214894975;","The effect of CEO incentives on deviations from institutional norms in foreign market expansion decisions: Behavioral agency and cross-border acquisitions",2020,"Human Resource Management","59","5",,"463","482",,4,"10.1002/hrm.22006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079467220&doi=10.1002%2fhrm.22006&partnerID=40&md5=6d87121fa08f8a314d7b464a476324dc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079467220
"Gomez-Mejia, L., Basco, R., Gonzalez, A.C., Muller, C.G.","6603684572;35791628900;57215830751;57191578923;","Family business and local development in Iberoamerica",2020,"Cross Cultural and Strategic Management","27","1",,"51","66",,21,"10.1108/CCSM-02-2020-223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079817475&doi=10.1108%2fCCSM-02-2020-223&partnerID=40&md5=115bc4e555088367e46d8cdac903bb5a",Editorial,"Final","",Scopus,2-s2.0-85079817475
"Balkin, D.B., Trevino, L.J., Fitza, M., Gomez-Mejia, L.R., Tadikonda, H.","6701853515;7003822347;26534268700;6603684572;57214792999;","Antecedents of non-monetary rewards: designating the first author",2020,"Management Research","18","2",,"221","244",,2,"10.1108/MRJIAM-09-2019-0956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079197441&doi=10.1108%2fMRJIAM-09-2019-0956&partnerID=40&md5=3db61b1b486be62e987b0e430e5ead82",Article,"Final","",Scopus,2-s2.0-85079197441
"Chirico, F., Criaco, G., Baù, M., Naldi, L., Gomez-Mejia, L.R., Kotlar, J.","6602969992;55753471300;55815816900;36061156100;6603684572;55414150500;","To patent or not to patent: That is the question. Intellectual property protection in family firms",2020,"Entrepreneurship: Theory and Practice","44","2",,"339","367",,20,"10.1177/1042258718806251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064178693&doi=10.1177%2f1042258718806251&partnerID=40&md5=e78c310d995565297e224ddb856fa05c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85064178693
"Berrone, P., Duran, P., Gómez-Mejía, L., Heugens, P.P.M.A.R., Kostova, T., van Essen, M.","57204409370;57190374267;6603684572;56313085600;6603774111;25947804200;","Impact of informal institutions on the prevalence, strategy, and performance of family firms: A meta-analysis",2020,"Journal of International Business Studies",,,,"","",,18,"10.1057/s41267-020-00362-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091377723&doi=10.1057%2fs41267-020-00362-6&partnerID=40&md5=32175668753a7bfcd6ee7c03f8a45d21",Article,"Article in Press","",Scopus,2-s2.0-85091377723
