作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Liu, E., Mian, A., Sufi, A.","57326901900;24824916100;16048547000;","Low Interest Rates, Market Power, and Productivity Growth",2022,"Econometrica","90","1",,"193","221",,3,"10.3982/ECTA17408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123639918&doi=10.3982%2fECTA17408&partnerID=40&md5=cc578648d70ca79021ffde5fff7b0999",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85123639918
"Mian, A., Straub, L., Sufi, A.","24824916100;57201315353;16048547000;","Indebted Demand",2021,"Quarterly Journal of Economics","136","4",,"2243","2307",,3,"10.1093/qje/qjab007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107865785&doi=10.1093%2fqje%2fqjab007&partnerID=40&md5=77040558945fc3bc17c22d546bddf521",Article,"Final","",Scopus,2-s2.0-85107865785
"Jiménez, G., Mian, A., Peydró, J.-L., Saurina, J.","7005475852;24824916100;7801486298;7006241924;","The real effects of the bank lending channel",2020,"Journal of Monetary Economics","115",,,"162","179",,18,"10.1016/j.jmoneco.2019.06.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072397316&doi=10.1016%2fj.jmoneco.2019.06.002&partnerID=40&md5=e8188810d6ced95af95f7261f33005ce",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85072397316
"Mian, A., Sufi, A., Verner, E.","24824916100;16048547000;57199074504;","How Does Credit Supply Expansion Affect the Real Economy? The Productive Capacity and Household Demand Channels",2020,"Journal of Finance","75","2",,"949","994",,15,"10.1111/jofi.12869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079393235&doi=10.1111%2fjofi.12869&partnerID=40&md5=f870d4073aeec1387cfa158757e7090d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079393235
"Garber, G., Mian, A., Ponticelli, J., Sufi, A.","57215772681;24824916100;57190280860;16048547000;","Household debt and recession in Brazil",2019,"Handbook of US Consumer Economics",,,,"97","119",,5,"10.1016/B978-0-12-813524-2.00004-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081890598&doi=10.1016%2fB978-0-12-813524-2.00004-4&partnerID=40&md5=0bff12eb762fe2e33bcd70456f50b817",Book Chapter,"Final","",Scopus,2-s2.0-85081890598
"Mian, A., Sufi, A.","24824916100;16048547000;","Finance and business cycles: The credit-driven household demand channel",2018,"Journal of Economic Perspectives","32","3",,"31","58",,49,"10.1257/jep.32.3.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051174688&doi=10.1257%2fjep.32.3.31&partnerID=40&md5=220f34f627d7fa1997f66ffcdf7ee9e3",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85051174688
"Mian, A., Santos, J.A.C.","24824916100;7402389117;","Liquidity risk and maturity management over the credit cycle",2018,"Journal of Financial Economics","127","2",,"264","284",,28,"10.1016/j.jfineco.2017.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039074873&doi=10.1016%2fj.jfineco.2017.12.006&partnerID=40&md5=6c1f2345e9bc2e769cc81c4c014e0cb1",Article,"Final","",Scopus,2-s2.0-85039074873
"Mian, A., Sufi, A., Verner, E.","24824916100;16048547000;57199074504;","Household debt and business cycles worldwide",2017,"Quarterly Journal of Economics","132","4",,"1755","1817",,170,"10.1093/qje/qjx017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028425186&doi=10.1093%2fqje%2fqjx017&partnerID=40&md5=ed4612f98ab5114276a1b55ad6181ed8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85028425186
"Mian, A., Sufi, A.","24824916100;16048547000;","Fraudulent income overstatement on mortgage applications during the credit expansion of 2002 to 2005",2017,"Review of Financial Studies","30","6",,"1831","1864",,31,"10.1093/rfs/hhw104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020086318&doi=10.1093%2frfs%2fhhw104&partnerID=40&md5=734b5c28cad854c53c1c713b4410978b",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85020086318
"Mian, A., Rosenthal, H.","24824916100;16460276100;","Introduction: Big data in political economy",2016,"RSF","2","7",,"1","10",,2,"10.7758/rsf.2016.2.7.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056772263&doi=10.7758%2frsf.2016.2.7.01&partnerID=40&md5=460a4e35af4acea96b4711407c026c08",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85056772263
"Mian, A.","24824916100;","Comment",2016,"NBER Macroeconomics Annual","31","1",,"274","278",,,"10.1086/690251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019769656&doi=10.1086%2f690251&partnerID=40&md5=a5584ae0a244d9ab2f1aaf7421785eff",Note,"Final","",Scopus,2-s2.0-85019769656
"Mian, A., Sufi, A.","24824916100;16048547000;","Who Bears the Cost of Recessions? The Role of House Prices and Household Debt",2016,"Handbook of Macroeconomics","2",,,"255","296",,16,"10.1016/bs.hesmac.2016.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007038185&doi=10.1016%2fbs.hesmac.2016.03.005&partnerID=40&md5=949c2618a4dbabaf26cf509fa8492a78",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85007038185
