作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Gonzalez, D.J.X., Francis, C.K., Shaw, G.M., Cullen, M.R., Baiocchi, M., Burke, M.","57211208318;57275512600;56698456900;57204305049;36150428700;9744099300;","Upstream oil and gas production and ambient air pollution in California",2022,"Science of the Total Environment","806",,"150298","","",,2,"10.1016/j.scitotenv.2021.150298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115891559&doi=10.1016%2fj.scitotenv.2021.150298&partnerID=40&md5=2135acf12cd714e5d6b6e40d6f92f4b0",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85115891559
"Heft-Neal, S., Driscoll, A., Yang, W., Shaw, G., Burke, M.","57191751808;57216915946;57001307100;56698456900;9744099300;","Associations between wildfire smoke exposure during pregnancy and risk of preterm birth in California",2022,"Environmental Research","203",,"111872","","",,5,"10.1016/j.envres.2021.111872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113478562&doi=10.1016%2fj.envres.2021.111872&partnerID=40&md5=e1285808d0fe0b01d4c3f236464df0a9",Article,"Final","",Scopus,2-s2.0-85113478562
"Johnston, E.C., Davenport, F.V., Wang, L., Caers, J.K., Muthukrishnan, S., Burke, M., Diffenbaugh, N.S.","57231475700;57214231017;57222558910;7003966918;7005950524;9744099300;13805883800;","Quantifying the Effect of Precipitation on Landslide Hazard in Urbanized and Non-Urbanized Areas",2021,"Geophysical Research Letters","48","16","e2021GL094038","","",,1,"10.1029/2021GL094038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113553254&doi=10.1029%2f2021GL094038&partnerID=40&md5=3084d873e5cf2963532d4a657bd31758",Article,"Final","",Scopus,2-s2.0-85113553254
"Lobell, D.B., Di Tommaso, S., Burke, M., Kilic, T.","6603095001;57212792894;9744099300;26032104200;","Twice is nice: the benefits of two ground measures for evaluating the accuracy of satellite-based sustainability estimates",2021,"Remote Sensing","13","16","3160","","",,3,"10.3390/rs13163160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113622362&doi=10.3390%2frs13163160&partnerID=40&md5=6ab3e2b3ee28abdaa38bbde7419777e8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113622362
"Diffenbaugh, N.S., Davenport, F.V., Burke, M.","13805883800;57214231017;9744099300;","Historical warming has increased U.S. Crop insurance losses",2021,"Environmental Research Letters","16","8","084025","","",,4,"10.1088/1748-9326/ac1223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112082967&doi=10.1088%2f1748-9326%2fac1223&partnerID=40&md5=beefa6f5f9199c9179109546b8512103",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85112082967
"Lee, J., Brooks, N.R., Tajwar, F., Burke, M., Ermon, S., Lobell, D.B., Biswas, D., Luby, S.P.","57221328095;56583664100;57223238679;9744099300;35791579200;6603095001;56785277100;7007049837;","Scalable deep learning to identify brick kilns and aid regulatory capacity",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","17","e2018863118","","",,3,"10.1073/pnas.2018863118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105347686&doi=10.1073%2fpnas.2018863118&partnerID=40&md5=8ee99c2fc0ce17a9b64a7f13c0e21b8f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85105347686
"Hino, M., Burke, M.","57194114071;9744099300;","The effect of information about climate risk on property values",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","17","e2003374118","","",,4,"10.1073/pnas.2003374118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105299897&doi=10.1073%2fpnas.2003374118&partnerID=40&md5=462de373b2f11b11564281a5aaf25794",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85105299897
"Burke, M., Driscoll, A., Lobell, D.B., Ermon, S.","9744099300;57216915946;6603095001;35791579200;","Using satellite imagery to understand and promote sustainable development",2021,"Science","371","6535","eabe8628","","",,30,"10.1126/science.abe8628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102981577&doi=10.1126%2fscience.abe8628&partnerID=40&md5=15aef4b2c60ade630058926f89fb5d53",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85102981577
"Goshua, A., Gomez, J., Erny, B., Burke, M., Luby, S., Sokolow, S., Labeaud, A.D., Auerbach, P., Gisondi, M.A., Nadeau, K.","57205242638;57211116231;57222395239;9744099300;7007049837;8725138200;15051976500;7006499996;7801539579;57210226205;","Addressing Climate Change and Its Effects on Human Health: A Call to Action for Medical Schools",2021,"Academic Medicine","96","3",,"324","328",,15,"10.1097/ACM.0000000000003861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102605821&doi=10.1097%2fACM.0000000000003861&partnerID=40&md5=3a09a851a1b2760d7930314e20f13406",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85102605821
"Davenport, F.V., Burke, M., Diffenbaugh, N.S.","57214231017;9744099300;13805883800;","Contribution of historical precipitation change to US flood damages",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","4","e2017524118","","",,26,"10.1073/pnas.2017524118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099898997&doi=10.1073%2fpnas.2017524118&partnerID=40&md5=3ec300cef9090e59ebba7529c9997a56",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85099898997
