作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Zhang, X., Fang, H., Dou, J., Chrisman, J.J.","57222896801;55858300900;54989527900;6603889384;","Endogeneity Issues in Family Business Research: Current Status and Future Recommendations",2022,"Family Business Review","35","1",,"91","116",,,"10.1177/08944865211049092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116515577&doi=10.1177%2f08944865211049092&partnerID=40&md5=9be77238b94730608660261a5c67aceb",Review,"Final","",Scopus,2-s2.0-85116515577
"Fang, H., Chrisman, J.J., Daspit, J.J., Madison, K.","55858300900;6603889384;55619138900;56019763600;","Do Nonfamily Managers Enhance Family Firm Performance?",2022,"Small Business Economics","58","3",,"1459","1474",,4,"10.1007/s11187-021-00469-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101747244&doi=10.1007%2fs11187-021-00469-6&partnerID=40&md5=553b063a52f6b270dc42e9e548fb00e8",Article,"Final","",Scopus,2-s2.0-85101747244
"Chrisman, J.J., Neubaum, D.O., Welter, F., Wennberg, K.","6603889384;6602642757;16243114000;16647676600;","Knowledge Accumulation in Entrepreneurship",2022,"Entrepreneurship: Theory and Practice",,,,"","",,,"10.1177/10422587221093321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129174220&doi=10.1177%2f10422587221093321&partnerID=40&md5=308ea133c8d1109725e6915c36e606a8",Editorial,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85129174220
"Calabrò, A., Chrisman, J.J., Kano, L.","35766113100;6603889384;36628538900;","Family-owned multinational enterprises in the post-pandemic global economy",2022,"Journal of International Business Studies",,,,"","",,,"10.1057/s41267-022-00508-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127598984&doi=10.1057%2fs41267-022-00508-8&partnerID=40&md5=a0267afb102096c97ca5475e688b8559",Article,"Article in Press","All Open Access, Bronze, Green",Scopus,2-s2.0-85127598984
"Daspit, J.J., Chrisman, J.J., Ashton, T., Evangelopoulos, N.","55619138900;6603889384;55779809500;6505901455;","Family Firm Heterogeneity: A Definition, Common Themes, Scholarly Progress, and Directions Forward",2021,"Family Business Review","34","3",,"296","322",,16,"10.1177/08944865211008350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105002526&doi=10.1177%2f08944865211008350&partnerID=40&md5=6d6ec0e66ab7eccef6fed149bf3f6aa6",Article,"Final","",Scopus,2-s2.0-85105002526
"Chrisman, J.J., Madison, K., Kim, T.","6603889384;56019763600;57219472146;","A Dynamic Framework of Noneconomic Goals and Inter-Family Agency Complexities in Multi-Family Firms",2021,"Entrepreneurship: Theory and Practice","45","4",,"906","930",,6,"10.1177/10422587211005775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103653533&doi=10.1177%2f10422587211005775&partnerID=40&md5=c7e2bf4fa18ebbe16e0edf1d8e5de772",Article,"Final","",Scopus,2-s2.0-85103653533
"Fang, H.C., Chrisman, J.J., Holt, D.T.","55858300900;6603889384;7202563780;","Strategic Persistence in Family Business",2021,"Entrepreneurship: Theory and Practice","45","4",,"931","950",,4,"10.1177/10422587211001806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103417408&doi=10.1177%2f10422587211001806&partnerID=40&md5=6de26692555bcd728fd0be907bb45656",Article,"Final","",Scopus,2-s2.0-85103417408
"Chrisman, J.J., Fang, H.C., Steier, L.","6603889384;55858300900;6602794483;","Positioning, Articulating, and Crafting Conceptual Articles on Entrepreneurship",2021,"Entrepreneurship: Theory and Practice",,,,"","",,1,"10.1177/10422587211057023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123248173&doi=10.1177%2f10422587211057023&partnerID=40&md5=eda4c89a1043109fb98a96539a9e7198",Editorial,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85123248173
"Markin, E.T., Skorodziyevskiy, V., Zhu, L., Chrisman, J.J., Fang, H.“.","57193986600;57226505418;57226502296;6603889384;55858300900;","Lone-founder firms in China: Replicating Miller et al. (2007) in a different context",2021,"Journal of Family Business Strategy",,,"100451","","",,4,"10.1016/j.jfbs.2021.100451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111778802&doi=10.1016%2fj.jfbs.2021.100451&partnerID=40&md5=f15d4f5765d864bc349135057bba8d79",Article,"Article in Press","",Scopus,2-s2.0-85111778802
"Fang, H.C., Singh, K., Kim, T., Marler, L., Chrisman, J.J.","55858300900;57689228700;57219472146;36980299100;6603889384;","Family business research in Asia: review and future directions",2021,"Asia Pacific Journal of Management",,,,"","",,2,"10.1007/s10490-021-09760-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103218295&doi=10.1007%2fs10490-021-09760-2&partnerID=40&md5=89cae0c920c00a2d37e23e78722e66e5",Review,"Article in Press","",Scopus,2-s2.0-85103218295
