作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Acemoglu, D.","7003483273;","Obedience in the Labour Market and Social Mobility: A Socioeconomic Approach",2022,"Economica","89","S1",,"S2","S37",,,"10.1111/ecca.12406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122760849&doi=10.1111%2fecca.12406&partnerID=40&md5=4efdb9c40eabb4ddb9c6c3a7fb2fb4f5",Article,"Final","",Scopus,2-s2.0-85122760849
"Acemoglu, D., De Feo, G., De Luca, G., Russo, G.","7003483273;55258952400;36182697200;57226600875;","War, Socialism, and the Rise of Fascism: an Empirical Exploration",2022,"Quarterly Journal of Economics","137","2",,"1233","1296",,,"10.1093/qje/qjac001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128763033&doi=10.1093%2fqje%2fqjac001&partnerID=40&md5=3e7c41936d3f0a607539dbe63aa2fdd7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85128763033
"Acemoglu, D., Autor, D., Hazell, J., Restrepo, P.","7003483273;6602634280;57226074046;56470567000;","Artificial Intelligence and Jobs: Evidence from Online Vacancies",2022,"Journal of Labor Economics","40","S1",,"S293","S340",,,"10.1086/718327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128925871&doi=10.1086%2f718327&partnerID=40&md5=f4fb83818768d1f05ec69a114828d299",Article,"Final","",Scopus,2-s2.0-85128925871
"Acemoğlu, D.","7003483273;","To reverse widening inequality, keep a tight rein on automation",2021,"Finance and Development","58","1",,"4","9",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102962746&partnerID=40&md5=c6d21be20e135cb56d129c8c707a6c03",Article,"Final","",Scopus,2-s2.0-85102962746
"Cianfanelli, L., Parise, F., Acemoglu, D., Como, G., Ozdaglar, A.","57215965295;56022587100;7003483273;14827831400;6506566744;","Lockdown interventions in SIR models: Is the reproduction number the right control variable?",2021,"Proceedings of the IEEE Conference on Decision and Control","2021-December",,,"4254","4259",,,"10.1109/CDC45484.2021.9682977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126031656&doi=10.1109%2fCDC45484.2021.9682977&partnerID=40&md5=6a70bbb183bebfb9b169a208dc43a1be",Conference Paper,"Final","",Scopus,2-s2.0-85126031656
"Acemoglu, D., Robinson, J.A.","7003483273;57198433819;","Building inclusive states: A simple framework",2021,"Macroeconomic Policy in Fragile States",,,,"39","57",,,"10.1093/oso/9780198853091.003.0002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112318627&doi=10.1093%2foso%2f9780198853091.003.0002&partnerID=40&md5=1cd37372665c47abd19f1eb3a7a1deb6",Book Chapter,"Final","",Scopus,2-s2.0-85112318627
"Acemoglu, D., Ozdaglar, A., Siderius, J., Tahbaz-Salehi, A.","7003483273;6506566744;57217534855;23570166400;","Systemic credit freezes in financial lending networks",2021,"Mathematics and Financial Economics","15","1",,"185","232",,2,"10.1007/s11579-020-00272-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087340835&doi=10.1007%2fs11579-020-00272-z&partnerID=40&md5=1e4d7988d0b18ac921ea38c05ca9c166",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85087340835
"Acemoglu, D., Robinson, J.A., Torvik, R.","7003483273;57198433819;6603881325;","The political agenda effect and state centralization",2020,"Journal of Comparative Economics","48","4",,"749","778",,4,"10.1016/j.jce.2020.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085002193&doi=10.1016%2fj.jce.2020.03.004&partnerID=40&md5=8a214cd1f7f283891f935195d79b8eef",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85085002193
"Acemoglu, D., Fergusson, L., Robinson, J., Romero, D., Vargas, J.F.","7003483273;6603368187;57198433819;57192963199;14040872000;","The perils of high-powered incentives: Evidence from Colombia's false positives",2020,"American Economic Journal: Economic Policy","12","3","0168","","",,2,"10.1257/POL.20180168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089517371&doi=10.1257%2fPOL.20180168&partnerID=40&md5=2f53e390f61ae6bd4d650d4fb76c72ae",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089517371
"Acemoglu, D., Cheema, A., Khwaja, A.I., Robinson, J.A.","7003483273;57203775285;8976700000;57198433819;","Trust in state and nonstate actors: Evidence from dispute resolution in pakistan",2020,"Journal of Political Economy","128","8",,"3090","3147",,11,"10.1086/707765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088616149&doi=10.1086%2f707765&partnerID=40&md5=dfabd787434c0527f7257c7f44aab5a5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85088616149
