作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Gächter, S., Johnson, E.J., Herrmann, A.","6602903941;57218960965;35344990300;","Individual-level loss aversion in riskless and risky choices",2022,"Theory and Decision","92","3-4",,"599","624",,1,"10.1007/s11238-021-09839-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113312259&doi=10.1007%2fs11238-021-09839-8&partnerID=40&md5=36f39860116f96953ac86314f8a1c97f",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113312259
"van Doesum, N.J., Murphy, R.O., Gallucci, M., Aharonov-Majar, E., Athenstaedt, U., Au, W.T., Bai, L., Böhm, R., Bovina, I., Buchan, N.R., Chen, X.-P., Dumont, K.B., Engelmann, J.B., Eriksson, K., Euh, H., Fiedler, S., Friesen, J., Gächter, S., Garcia, C., González, R., Graf, S., Growiec, K., Guimond, S., Hřebíčková, M., Immer-Bernold, E., Joireman, J., Karagonlar, G., Kawakami, K., Kiyonari, T., Kou, Y., Kyrtsis, A.-A., Lay, S., Leonardelli, G.J., Li, N.P., Li, Y., Maciejovsky, B., Manesi, Z., Mashuri, A., Mok, A., Moser, K.S., Moták, L., Netedu, A., Platow, M.J., Raczka-Winkler, K., Reinders Folmer, C.P., Reyna, C., Romano, A., Shalvi, S., Simão, C., Stivers, A.W., Strimling, P., Tsirbas, Y., Utz, S., van der Meij, L., Waldzus, S., Wang, Y., Weber, B., Weisel, O., Wildschut, T., Winter, F., Wu, J., Yong, J.C., van Lange, P.A.M.","55173897800;8980769700;24449026000;56562959200;6506846034;7202383104;56861647600;36674515300;8569930800;7004264315;57374376700;24741070700;14062833100;7202998395;57190068146;54881099700;35078372000;6602903941;57231121200;36339388700;55441278600;36018167900;7004145539;57217188968;57221912720;6602142819;36611827300;7401441298;35588170800;57230140600;6506969941;55326336400;7003279858;7403609227;57246347000;57203920931;57034110400;55164700600;19640371300;8369036300;55569987700;55200340400;6603961473;57230343100;54383907200;36162097100;57188765774;26030072600;54946202800;57194494483;14050864300;56444520900;56215194100;24503943300;6603239394;57373481200;57196828749;36834540700;6603620367;36599506200;56888043200;55290770800;7004460194;","REPLY TO NIELSEN ET AL.: Social mindfulness is associated with countries’ environmental performance and individual environmental concern",2022,"Proceedings of the National Academy of Sciences of the United States of America","119","9","e2122077119","","",,,"10.1073/pnas.2122077119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125549946&doi=10.1073%2fpnas.2122077119&partnerID=40&md5=cfe20f8e004671fa19ef9145e2a7fa16",Letter,"Final","All Open Access, Green",Scopus,2-s2.0-85125549946
"Isler, O., Gächter, S.","57200182087;6602903941;","Conforming with peers in honesty and cooperation",2022,"Journal of Economic Behavior and Organization","195",,,"75","86",,,"10.1016/j.jebo.2021.12.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122812981&doi=10.1016%2fj.jebo.2021.12.026&partnerID=40&md5=39580d73c65f24e6ea576fc77416f6c4",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85122812981
"Bicchieri, C., Dimant, E., Gächter, S., Nosenzo, D.","6603397388;55823671300;6602903941;35751318100;","Social proximity and the erosion of norm compliance",2022,"Games and Economic Behavior","132",,,"59","72",,5,"10.1016/j.geb.2021.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121004326&doi=10.1016%2fj.geb.2021.11.012&partnerID=40&md5=dde3336476c270a015d732de5243f07f",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85121004326
"Van Doesum, N.J., Murphy, R.O., Gallucci, M., Aharonov-Majar, E., Athenstaedt, U., Au, W.T., Bai, L., Böhm, R., Bovina, I., Buchan, N.R., Chen, X.-P., Dumont, K.B., Engelmann, J.B., Eriksson, K., Euh, H., Fiedler, S., Friesen, J., Gächter, S., Garcia, C., González, R., Graf, S., Growiec, K., Guimond, S., Hřebíčková, M., Immer-Bernold, E., Joireman, J., Karagonlar, G., Kawakami, K., Kiyonari, T., Kou, Y., Kyrtsis, A.-A., Lay, S., Leonardelli, G.J., Li, N.P., Li, Y., Maciejovsky, B., Manesi, Z., Mashuri, A., Mok, A., Moser, K.S., Moták, L., Netedu, A., Platow, M.J., Raczka-Winkler, K., Folmer, C.P.R., Reyna, C., Romano, A., Shalvi, S., Simão, C., Stivers, A.W., Strimling, P., Tsirbas, Y., Utz, S., van der Meij, L., Waldzus, S., Wang, Y., Weber, B., Weisel, O., Wildschut, T., Winter, F., Wu, J., Yong, J.C., Van Lange, P.A.M.","55173897800;8980769700;24449026000;56562959200;6506846034;7202383104;56861647600;36674515300;8569930800;7004264315;57374376700;24741070700;14062833100;7202998395;57190068146;54881099700;35078372000;6602903941;57231121200;36339388700;55441278600;36018167900;7004145539;57217188968;57221912720;6602142819;36611827300;7401441298;35588170800;57230140600;6506969941;55326336400;7003279858;7403609227;57246347000;57203920931;57034110400;55164700600;19640371300;8369036300;55569987700;55200340400;6603961473;57230343100;57211323043;36162097100;57188765774;26030072600;54946202800;57194494483;14050864300;56444520900;56215194100;24503943300;6603239394;57373481200;57196828749;36834540700;6603620367;36599506200;56888043200;55290770800;7004460194;","From local social mindfulness to global sustainability efforts?",2022,"Proceedings of the National Academy of Sciences of the United States of America","119","4","e2119303118","","",,1,"10.1073/pnas.2119303118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123072188&doi=10.1073%2fpnas.2119303118&partnerID=40&md5=c02788e3dc32864006020158e7191655",Letter,"Final","All Open Access, Green",Scopus,2-s2.0-85123072188
"Isler, O., Gächter, S., Maule, A.J., Starmer, C.","57200182087;6602903941;57225140805;7006887431;","Contextualised strong reciprocity explains selfless cooperation despite selfish intuitions and weak social heuristics",2021,"Scientific Reports","11","1","13868","","",,3,"10.1038/s41598-021-93412-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109253466&doi=10.1038%2fs41598-021-93412-4&partnerID=40&md5=b47ddc98458ba3ad44b30c02ad701b6d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85109253466
"Van Doesum, N.J., Murphy, R.O., Gallucci, M., Aharonov-Majar, E., Athenstaedt, U., Au, W.T., Bai, L., Bohm, R., Bovina, I., Buchan, N.R., Chen, X.-P., Dumont, K.B., Engelmann, J.B., Eriksson, K., Euh, H., Fiedler, S., Friesen, J., Gachter, S., Garcia, C., Gonzalez, R., Graf, S., Growiec, K., Guimond, S., Hrebickova, M., Immer-Bernold, E., Joireman, J., Karagonlar, G., Kawakami, K., Kiyonari, T., Kou, Y., Michael Kuhlman, D., Kyrtsis, A.-A., Lay, S., Leonardelli, G.J., Li, N.P., Li, Y., Maciejovsky, B., Manesi, Z., Mashuri, A., Mok, A., Moser, K.S., Motak, L., Netedu, A., Pammi, C., Platow, M.J., Raczka-Winkler, K., Reinders Folmer, C.P., Reyna, C., Romano, A., Shalvi, S., Simão, C., Stivers, A.W., Strimling, P., Tsirbas, Y., Utz, S., Van der Meij, L., Waldzus, S., Wang, Y., Weber, B., Weisel, O., Wildschut, T., Winter, F., Wu, J., Yong, J.C., Van Lange, P.A.M.","55173897800;57678473100;24449026000;56562959200;6506846034;7202383104;57660015300;36674515300;8569930800;7004264315;57374376700;24741070700;14062833100;7202998395;57190068146;54881099700;35078372000;6602903941;57231121200;36339388700;55441278600;36018167900;7004145539;57217188968;57221912720;6602142819;36611827300;7401441298;35588170800;57615219300;9844179900;6506969941;55326336400;7003279858;7403609227;57246347000;57203920931;57034110400;55164700600;19640371300;8369036300;55569987700;55200340400;57230343000;6603961473;57230343100;54383907200;36162097100;57188765774;26030072600;54946202800;57194494483;14050864300;56444520900;56215194100;24503943300;6603239394;57373481200;57196828749;36834540700;6603620367;36599506200;56888043200;55290770800;7004460194;","Erratum: Social mindfulness and prosociality vary across the globe (Proceedings of the National Academy of Sciences of the United States of America (2021) 118 (e2023846118) DOI: 10.1073/pnas.2023846118)",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","47","e2118687118","","",,,"10.1073/pnas.2118687118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121272804&doi=10.1073%2fpnas.2118687118&partnerID=40&md5=657315d77dffc3f5b100516c3ca26ddf",Erratum,"Final","All Open Access, Green",Scopus,2-s2.0-85121272804
"van Doesum, N.J., Murphy, R.O., Gallucci, M., Aharonov-Majar, E., Athenstaedt, U., Au, W.T., Bai, L., Böhm, R., Bovina, I., Buchan, N.R., Chen, X.-P., Dumont, K.B., Engelmann, J.B., Eriksson, K., Euh, H., Fiedler, S., Friesen, J., Gächter, S., Garcia, C., González, R., Graf, S., Growiec, K., Guimond, S., Hrebíčková, M., Immer-Bernold, E., Joireman, J., Karagonlar, G., Kawakami, K., Kiyonari, T., Kou, Y., Kuhlman, D.M., Kyrtsis, A.-A., Lay, S., Leonardelli, G.J., Li, N.P., Li, Y., Maciejovsky, B., Manesi, Z., Mashuri, A., Mok, A., Moser, K.S., Moták, L., Netedu, A., Pammi, C., Platow, M.J., Raczka-Winkler, K., Reinders Folmer, C.P., Reyna, C., Romano, A., Shalvi, S., Simão, C., Stivers, A.W., Strimling, P., Tsirbas, Y., Utz, S., van der Meij, L., Waldzus, S., Wang, Y., Weber, B., Weisel, O., Wildschut, T., Winter, F., Wu, J., Yong, J.C., van Lange, P.A.M.","55173897800;8980769700;24449026000;56562959200;6506846034;7202383104;56861647600;36674515300;8569930800;7004264315;25930242100;24741070700;14062833100;7202998395;57190068146;54881099700;35078372000;6602903941;57231121200;36339388700;55441278600;36018167900;7004145539;57217188968;57221912720;6602142819;36611827300;7401441298;35588170800;57230140600;6603809633;6506969941;55326336400;7003279858;7403609227;57246347000;57203920931;57034110400;55164700600;19640371300;8369036300;55569987700;55200340400;57230343000;6603961473;57230343100;54383907200;36162097100;57188765774;26030072600;54946202800;57194494483;14050864300;56444520900;56215194100;24503943300;6603239394;42762552600;57196828749;36834540700;6603620367;36599506200;56888043200;55290770800;7004460194;","Social mindfulness and prosociality vary across the globe",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","35","e2023846118","","",,5,"10.1073/pnas.2023846118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113369710&doi=10.1073%2fpnas.2023846118&partnerID=40&md5=91dd6a4b7ec2f6b84e6ef19e9e6ac1fa",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113369710
"Mrkva, K., Johnson, E.J., Gächter, S., Herrmann, A.","57193808218;57218960965;6602903941;35344990300;","Moderating Loss Aversion: Loss Aversion Has Moderators, But Reports of its Death are Greatly Exaggerated",2020,"Journal of Consumer Psychology","30","3",,"407","428",,24,"10.1002/jcpy.1156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078843504&doi=10.1002%2fjcpy.1156&partnerID=40&md5=673df66e822a14d83f618cd93c2e48dc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85078843504
"Molleman, L., Kölle, F., Starmer, C., Gächter, S.","54890728100;56451119800;7006887431;6602903941;","People prefer coordinated punishment in cooperative interactions",2019,"Nature Human Behaviour","3","11",,"1145","1153",,13,"10.1038/s41562-019-0707-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072183467&doi=10.1038%2fs41562-019-0707-2&partnerID=40&md5=a17d0e67fc119755a0fa1a33b7be756f",Letter,"Final","All Open Access, Green",Scopus,2-s2.0-85072183467
