作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Roemer, E., Henseler, J.","7003396428;29067736100;","The dynamics of electric vehicle acceptance in corporate fleets: Evidence from Germany",2022,"Technology in Society","68",,"101938","","",,,"10.1016/j.techsoc.2022.101938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124805199&doi=10.1016%2fj.techsoc.2022.101938&partnerID=40&md5=e476bc3a1b3a52fbbe7ba5190af1084d",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85124805199
"Hübscher, C., Hensel-Börner, S., Henseler, J.","57257931200;56000312000;29067736100;","Social marketing and higher education: partnering to achieve sustainable development goals",2022,"Journal of Social Marketing","12","1",,"76","104",,,"10.1108/JSOCM-10-2020-0214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114894122&doi=10.1108%2fJSOCM-10-2020-0214&partnerID=40&md5=42507fc28d42bdf48d13bf3c1635f26f",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114894122
"Schuberth, F., Rademaker, M.E., Henseler, J.","57190884819;57207622460;29067736100;","Assessing the overall fit of composite models estimated by partial least squares path modeling",2022,"European Journal of Marketing",,,,"","",,,"10.1108/EJM-08-2020-0586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129166064&doi=10.1108%2fEJM-08-2020-0586&partnerID=40&md5=45ab804837dd4edad3091dad1484bd00",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85129166064
"Mukti, I.Y., Henseler, J., Aldea, A., Govindaraju, R., Iacob, M.E.","57220275279;29067736100;56039463500;26430706300;14041488700;","Rural smartness: Its determinants and impacts on rural economic welfare",2022,"Electronic Markets",,,,"","",,,"10.1007/s12525-022-00526-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126046073&doi=10.1007%2fs12525-022-00526-2&partnerID=40&md5=34fc11f6c3cd69a5a1db651389686db6",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85126046073
"Stange, R., Schiele, H., Henseler, J.","57476493800;23025638900;29067736100;","Advancing purchasing as a design science: Publication guidelines to shift towards more relevant purchasing research",2022,"Journal of Purchasing and Supply Management","28","1","100750","","",,,"10.1016/j.pursup.2022.100750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125724659&doi=10.1016%2fj.pursup.2022.100750&partnerID=40&md5=a46e1bcf106b37af8fca318720193842",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85125724659
"Yu, X., Zaza, S., Schuberth, F., Henseler, J.","57407809500;57215898592;57190884819;29067736100;","Counterpoint",2021,"Data Base for Advances in Information Systems","52","SI",,"114","130",,,"10.1145/3505639.3505647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122629455&doi=10.1145%2f3505639.3505647&partnerID=40&md5=febfaefa76d9346510cb20dadce2eff7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85122629455
"Weretecki, P., Greve, G., Bates, K., Henseler, J.","57220031285;14832537300;7006190442;29067736100;","Information management can't be all fun and games, can it? How gamified experiences foster information exchange in multi-actor service ecosystems",2021,"International Journal of Information Management","61",,"102391","","",,4,"10.1016/j.ijinfomgt.2021.102391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113777338&doi=10.1016%2fj.ijinfomgt.2021.102391&partnerID=40&md5=1d50201751ac8ecd0f69168acfe670d1",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85113777338
"Hubona, G.S., Schuberth, F., Henseler, J.","57204049742;57190884819;29067736100;","A clarification of confirmatory composite analysis (CCA)",2021,"International Journal of Information Management","61",,"102399","","",,8,"10.1016/j.ijinfomgt.2021.102399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112128633&doi=10.1016%2fj.ijinfomgt.2021.102399&partnerID=40&md5=408e7f11a824db3d29f082238d187cc2",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85112128633
"Roemer, E., Schuberth, F., Henseler, J.","7003396428;57190884819;29067736100;","HTMT2–an improved criterion for assessing discriminant validity in structural equation modeling",2021,"Industrial Management and Data Systems","121","12",,"2637","2650",,8,"10.1108/IMDS-02-2021-0082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114166705&doi=10.1108%2fIMDS-02-2021-0082&partnerID=40&md5=f17a17a838439ecc7ef32d75b89fe275",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114166705
"Henseler, J., Guerreiro, M., de Matos, N.","29067736100;38361439300;57222360771;","The interplay of marketing and design",2021,"Review of Managerial Science","15","5",,"1129","1137",,,"10.1007/s11846-021-00470-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106670346&doi=10.1007%2fs11846-021-00470-z&partnerID=40&md5=62e5cec6da647f560d1e2194012a42e7",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85106670346
"Somers, C., Stockstrom, C., Henseler, J.","57222063193;24823484500;29067736100;","Emerging interstices in communities of innovation",2021,"Creativity and Innovation Management","30","2",,"233","247",,,"10.1111/caim.12430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101259370&doi=10.1111%2fcaim.12430&partnerID=40&md5=9511a448d2d3aab23c71928bfb1ce317",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85101259370
"van Zeeland, E., Henseler, J.","57200644769;29067736100;","E-perceptions and Business ‘Mating’: The Communication Effects of the Relative Width of Males’ Faces in Business Portraits",2021,"Frontiers in Psychology","12",,"605926","","",,,"10.3389/fpsyg.2021.605926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105129930&doi=10.3389%2ffpsyg.2021.605926&partnerID=40&md5=5176248e4f05abebe869c0eefed436f1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85105129930
"Graesch, J.P., Hensel-Börner, S., Henseler, J.","57219893282;56000312000;29067736100;","Information technology and marketing: an important partnership for decades",2021,"Industrial Management and Data Systems","121","1",,"123","157",,7,"10.1108/IMDS-08-2020-0510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095957555&doi=10.1108%2fIMDS-08-2020-0510&partnerID=40&md5=ae724056b705207ade6f647d567fa898",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85095957555
