作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Charness, G., Dao, L., Shurchkov, O.","6701817928;57681703500;54893103500;","Competing now and then: The effects of delay on competitiveness across genger",2022,"Journal of Economic Behavior and Organization","198",,,"612","630",,,"10.1016/j.jebo.2022.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129924943&doi=10.1016%2fj.jebo.2022.04.016&partnerID=40&md5=aee29b687d1a67d89bd0d61a94c57f4a",Article,"Final","",Scopus,2-s2.0-85129924943
"Charness, G., Samek, A., van de Ven, J.","6701817928;56419857800;7004451809;","What is considered deception in experimental economics?",2022,"Experimental Economics","25","2",,"385","412",,3,"10.1007/s10683-021-09726-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111016483&doi=10.1007%2fs10683-021-09726-7&partnerID=40&md5=9cc07a00289cf14875f5603b08176e62",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85111016483
"Adnan, W., Arin, K.P., Charness, G., Lacomba, J.A., Lagos, F.","56596515800;6602086370;6701817928;14028779000;14028523800;","Which social categories matter to people: An experiment",2022,"Journal of Economic Behavior and Organization","193",,,"125","145",,,"10.1016/j.jebo.2021.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122507076&doi=10.1016%2fj.jebo.2021.11.010&partnerID=40&md5=c85500009e7cb847157e7001fe960df8",Article,"Final","",Scopus,2-s2.0-85122507076
"Charness, G., Gneezy, U., Rasocha, V.","6701817928;6701455596;57226015257;","Experimental methods: Eliciting beliefs",2021,"Journal of Economic Behavior and Organization","189",,,"234","256",,6,"10.1016/j.jebo.2021.06.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110071085&doi=10.1016%2fj.jebo.2021.06.032&partnerID=40&md5=5d6518591a5a2168168113c8f7e5795f",Article,"Final","",Scopus,2-s2.0-85110071085
"Charness, G., Pingle, M.","6701817928;6602115767;","The art of experimental economics: Twenty top papers reviewed",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"1","234",,,"10.4324/9781003019121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118752795&doi=10.4324%2f9781003019121&partnerID=40&md5=513e42d261a63b21d6bf39795bf7d318",Book,"Final","",Scopus,2-s2.0-85118752795
"Charness, G., Pingle, M.","6701817928;6602115767;","Introducing 20 top papers and their reviewers",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"1","19",,,"10.4324/9781003019121-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118745852&doi=10.4324%2f9781003019121-1&partnerID=40&md5=1320227faba00c4892987a989ca95548",Book Chapter,"Final","",Scopus,2-s2.0-85118745852
"Charness, G., Pingle, M.","6701817928;6602115767;","Preface",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"xxix","xxxi",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118731291&partnerID=40&md5=c61f8e3847024f7b83ccd59c4db11b71",Editorial,"Final","",Scopus,2-s2.0-85118731291
"Charness, G.","6701817928;","The winner's curse and public information in common-value auctions (by John H. Kagel and Dan Levin)",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"53","64",,,"10.4324/9781003019121-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118706944&doi=10.4324%2f9781003019121-5&partnerID=40&md5=8009159ecb9d86cc45b0ef9aafdf0e83",Book Chapter,"Final","",Scopus,2-s2.0-85118706944
"Charness, G., Oprea, R., Yuksel, S.","6701817928;24479977800;56842578000;","How do People Choose between Biased Information Sources? Evidence from a Laboratory Experiment",2021,"Journal of the European Economic Association","19","3",,"1656","1691",,2,"10.1093/jeea/jvaa051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110987943&doi=10.1093%2fjeea%2fjvaa051&partnerID=40&md5=f78a4f656efe0b711230538183b61581",Article,"Final","",Scopus,2-s2.0-85110987943
"Vaidyanatha, A., Charness, G.","57218686772;6701817928;","In-group identification and motivation crowding",2020,"Journal of Economic Behavior and Organization","178",,,"866","874",,,"10.1016/j.jebo.2020.08.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090051848&doi=10.1016%2fj.jebo.2020.08.012&partnerID=40&md5=5ec0b0595203134ec8310ffecf9f9b55",Article,"Final","",Scopus,2-s2.0-85090051848
"Charness, G., Cooper, D.J., Grossman, Z.","6701817928;57212695061;55318466400;","Silence is golden: team problem solving and communication costs",2020,"Experimental Economics","23","3",,"668","693",,,"10.1007/s10683-019-09627-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074595240&doi=10.1007%2fs10683-019-09627-w&partnerID=40&md5=538e8b201a3823a21f6ac3420d7be5ea",Article,"Final","",Scopus,2-s2.0-85074595240
"Charness, G., Chen, Y.","6701817928;8889740400;","Social identity, group behavior, and teams",2020,"Annual Review of Economics","12",,,"691","713",,10,"10.1146/annurev-economics-091619-032800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093907841&doi=10.1146%2fannurev-economics-091619-032800&partnerID=40&md5=3937f78cf49a997869d9e0702bb68f8f",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85093907841
"Charness, G., Cobo-Reyes, R., Meraglia, S., Sánchez, Á.","6701817928;14043174400;57205347929;57190878034;","Anticipated Discrimination, Choices, and Performance: Experimental Evidence",2020,"European Economic Review","127",,"103473","","",,3,"10.1016/j.euroecorev.2020.103473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085770567&doi=10.1016%2fj.euroecorev.2020.103473&partnerID=40&md5=ca976a66c6a903a3b8d84e82ce0dfe58",Article,"Final","",Scopus,2-s2.0-85085770567
"Charness, G., Garcia, T., Offerman, T., Villeval, M.C.","6701817928;57189525252;6602141136;6602799990;","Do measures of risk attitude in the laboratory predict behavior under risk in and outside of the laboratory?",2020,"Journal of Risk and Uncertainty","60","2",,"99","123",,12,"10.1007/s11166-020-09325-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088136445&doi=10.1007%2fs11166-020-09325-6&partnerID=40&md5=5aeb636a9c5e06e170f8a3b7c67f1809",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85088136445
