作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Bai, C.-E., Chi, W., Liu, T.X., Tang, C., Xu, J.","13805990500;23388621300;42961833500;57221734982;57221717980;","Boosting pension enrollment and household consumption by example: A field experiment on information provision",2021,"Journal of Development Economics","150",,"102622","","",,1,"10.1016/j.jdeveco.2020.102622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099943687&doi=10.1016%2fj.jdeveco.2020.102622&partnerID=40&md5=29e16227e9c9ba1b72fc60e32469dec5",Article,"Final","",Scopus,2-s2.0-85099943687
"Bai, C.-E., Liu, Q., Yao, W.","13805990500;57198642372;57208054591;","Earnings inequality and China's preferential lending policy",2020,"Journal of Development Economics","145",,"102477","","",,3,"10.1016/j.jdeveco.2020.102477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082952373&doi=10.1016%2fj.jdeveco.2020.102477&partnerID=40&md5=64c439f4b1078340dbcfc3cab146fb50",Article,"Final","",Scopus,2-s2.0-85082952373
"Bai, C.-E., Du, J., Lu, Y., Tao, Z.","13805990500;8850784100;54901610300;7201884505;","Property rights, finance, and reinvestment: Evidence from china’s private enterprises",2020,"Annals of Economics and Finance","21","2",,"363","392",,,"10.2139/ssrn.1495682","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096196087&doi=10.2139%2fssrn.1495682&partnerID=40&md5=2442daf096b9e0c4b59417a144f0b7b6",Article,"Final","",Scopus,2-s2.0-85096196087
"Bai, C.-E., Hsieh, C.-T., Song, Z.","13805990500;14054161800;35216208000;","Special deals with chinese characteristics",2020,"NBER Macroeconomics Annual","34","1",,"341","379",,15,"10.1086/707189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082851801&doi=10.1086%2f707189&partnerID=40&md5=3c66ced76d9d8a141ec200ed82bd1078",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85082851801
"Bai, C.-E., Zhang, Q.","13805990500;57221143202;","A research on China's economic growth potential",2017,"A Research on China's Economic Growth Potential",,,,"1","79",,1,"10.4324/9781315112343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027489291&doi=10.4324%2f9781315112343&partnerID=40&md5=33c0951640f6a43c7ac2c41d148a6622",Book,"Final","",Scopus,2-s2.0-85027489291
"Bai, C.-E., Zhang, Q.","13805990500;57221143202;","Is the People's Republic of China's current slowdown a cyclical downturn or a long-term trend? A productivity-based analysis",2017,"Journal of the Asia Pacific Economy","22","1",,"29","46",,9,"10.1080/13547860.2016.1261438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004011519&doi=10.1080%2f13547860.2016.1261438&partnerID=40&md5=ab07f0825f39ac214cc2ec83d43095ea",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85004011519
"Bai, C.-E., Hsieh, C.-T., Song, Z.M.","13805990500;14054161800;35216208000;","The long shadow of China’s fiscal expansion",2016,"Brookings Papers on Economic Activity","2016","FALL",,"129","181",,50,"10.1353/eca.2016.0027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013848986&doi=10.1353%2feca.2016.0027&partnerID=40&md5=8ed379471c15940bc06044f83d1002f0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85013848986
"Bai, C.-E.","13805990500;","China’s structural adjustment from the income distribution perspective",2015,"China Finance and Economic Review","3","1","6","","",,,"10.1186/s40589-015-0018-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114762805&doi=10.1186%2fs40589-015-0018-3&partnerID=40&md5=b153e441aeb1a10b93435b8970737e62",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114762805
"Bai, C.-E., Chi, W., Qian, X.","13805990500;23388621300;36653021800;","Do college entrance examination scores predict undergraduate GPAs? A tale of two universities",2014,"China Economic Review","30",,,"632","647",,20,"10.1016/j.chieco.2013.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908371214&doi=10.1016%2fj.chieco.2013.08.005&partnerID=40&md5=f64668cc5e7b9836c0491056cc4530f5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84908371214
"Bai, C.-E., Mao, J., Zhang, Q.","13805990500;56196969200;56005913300;","Measuring market concentration in China: The problem with using censored data and its rectification",2014,"China Economic Review","30",,,"432","447",,12,"10.1016/j.chieco.2014.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908363126&doi=10.1016%2fj.chieco.2014.05.013&partnerID=40&md5=57425bf3ad5e156edd6c733a4ec8e41e",Article,"Final","",Scopus,2-s2.0-84908363126
"Yingyi, Q., Qingguo, J., Chong'en, B., Jisi, W.","7402872494;12238806000;13805990500;8933898500;","Building mutual trust between China and the U.S.",2014,"The World in 2020 According to China: Chinese Foreign Policy Elites Discuss Emerging Trends in International Politics",,,,"279","291",,,"10.1163/9789004273917_015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928188925&doi=10.1163%2f9789004273917_015&partnerID=40&md5=dab238d97aa9ca88923fe33842bf029b",Book Chapter,"Final","",Scopus,2-s2.0-84928188925
"Sun, W., Wang, X., Bai, C.-E.","23467642300;55736775400;13805990500;","Income inequality and mobility of rural households in China from 2003 to 2006",2014,"China Agricultural Economic Review","6","1",,"73","91",,13,"10.1108/CAER-12-2011-0161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893576655&doi=10.1108%2fCAER-12-2011-0161&partnerID=40&md5=5f684c52f1ff19a4ab8ba6d18ab81dbc",Article,"Final","",Scopus,2-s2.0-84893576655
"Bai, C.-E., Wu, B.","13805990500;36807016900;","Health insurance and consumption: Evidence from China's New Cooperative Medical Scheme",2014,"Journal of Comparative Economics","42","2",,"450","469",,56,"10.1016/j.jce.2013.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900551544&doi=10.1016%2fj.jce.2013.07.005&partnerID=40&md5=2d787b42e7ebcea97be9879d75238408",Article,"Final","",Scopus,2-s2.0-84900551544
"Bai, C., Li, Q., Ouyang, M.","13805990500;8354990500;56066576200;","Property taxes and home prices: A tale of two cities",2014,"Journal of Econometrics","180","1",,"1","15",,62,"10.1016/j.jeconom.2013.08.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897994397&doi=10.1016%2fj.jeconom.2013.08.039&partnerID=40&md5=06516a2c44688f0e9a8ea9575f0e500f",Article,"Final","",Scopus,2-s2.0-84897994397
"Bai, C.-E., Ma, H., Pan, W.","13805990500;55723508800;7402219689;","Spatial spillover and regional economic growth in China",2012,"China Economic Review","23","4",,"982","990",,59,"10.1016/j.chieco.2012.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867649206&doi=10.1016%2fj.chieco.2012.04.016&partnerID=40&md5=9b1daeae6505be74c38c46dfbaead5ea",Article,"Final","",Scopus,2-s2.0-84867649206
"Bai, C.-E., Qian, Z.","13805990500;56262258500;","The factor income distribution in China: 1978-2007",2010,"China Economic Review","21","4",,"650","670",,61,"10.1016/j.chieco.2010.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049310832&doi=10.1016%2fj.chieco.2010.08.004&partnerID=40&md5=2a2be940b88ec06af0b1074c129a0416",Article,"Final","",Scopus,2-s2.0-78049310832
"Bai, C.-E., Lu, J., Tao, Z.","13805990500;13805758400;7201884505;","Capital or knowhow: The role of foreign multinationals in Sino-foreign joint ventures",2010,"China Economic Review","21","4",,"629","638",,2,"10.1016/j.chieco.2010.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049305566&doi=10.1016%2fj.chieco.2010.06.007&partnerID=40&md5=3bf535fac77a1923f25d41469703101e",Article,"Final","",Scopus,2-s2.0-78049305566
"Bai, C.-E., Qian, Y.","13805990500;7402872494;","Infrastructure development in China: The cases of electricity, highways, and railways",2010,"Journal of Comparative Economics","38","1",,"34","51",,50,"10.1016/j.jce.2009.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749336556&doi=10.1016%2fj.jce.2009.10.003&partnerID=40&md5=4daa8fc276077311a3d33d2ac4965a15",Article,"Final","",Scopus,2-s2.0-77749336556
"Chong’en, B.","13805990500;","Introduction",2009,"Social Sciences in China","30","4",,"126","130",,,"10.1080/02529200903342669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007863332&doi=10.1080%2f02529200903342669&partnerID=40&md5=4cdd060fdc1bfa0d38da3d5b6d890576",Article,"Final","",Scopus,2-s2.0-85007863332
"Chong’en, B., Zhenjie, Q.","13805990500;57192746564;","Who is the predator, who the prey?—an analysis of changes in the state of china’s national income distribution",2009,"Social Sciences in China","30","4",,"179","205",,8,"10.1080/02529200903342776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049306715&doi=10.1080%2f02529200903342776&partnerID=40&md5=54dc28ac673807d2ebf80ae89c8d33cf",Article,"Final","",Scopus,2-s2.0-78049306715
"Bai, C.-E., Lu, J., Tao, Z.","13805990500;13805758400;7201884505;","How does privatization work in China?",2009,"Journal of Comparative Economics","37","3",,"453","470",,85,"10.1016/j.jce.2008.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70249133745&doi=10.1016%2fj.jce.2008.09.006&partnerID=40&md5=83ca0e8f04a6afa21985994c68e5340d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-70249133745
"Bai, C.-E., Lu, Y., Tao, Z.","13805990500;54901610300;7201884505;","Excludable public goods: Pricing and social welfare maximization",2009,"Economics Letters","103","2",,"72","74",,1,"10.1016/j.econlet.2009.01.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64149117528&doi=10.1016%2fj.econlet.2009.01.031&partnerID=40&md5=c549480f8e2fa3b32a6e5689edf71fcf",Article,"Final","",Scopus,2-s2.0-64149117528
"Chong-En, B.","13805990500;","The 1997 Asian financial crisis: Review and reflections",2008,"China in the Wake of Asia's Financial Crisis",,,,"266","280",,1,"10.4324/9780203885321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890063341&doi=10.4324%2f9780203885321&partnerID=40&md5=842f5697fde70c30abcd44ae6ba27a2d",Book Chapter,"Final","",Scopus,2-s2.0-84890063341
"BAI, C.-E., TAO, Z., TONG, Y.S.","13805990500;7201884505;9637945000;","Bureaucratic integration and regional specialization in China",2008,"China Economic Review","19","2",,"308","319",,35,"10.1016/j.chieco.2006.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649100278&doi=10.1016%2fj.chieco.2006.11.005&partnerID=40&md5=0ef01ba9ed7fafdd2265470dad36df3b",Article,"Final","",Scopus,2-s2.0-42649100278
"Bai, C.-E., Hsieh, C.-T., Qian, Y., Blanchard, O., Cooper, R.N.","13805990500;14054161800;7402872494;24426717700;55217914100;","The return to capital in China",2006,"Brookings Papers on Economic Activity",,"2",,"61","101",,191,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947231101&partnerID=40&md5=77bc3ed972482a59eafe7d3534bd8386",Review,"Final","",Scopus,2-s2.0-33947231101
"Bai, C.-E., Lu, J., Tao, Z.","13805990500;13805758400;7201884505;","Property rights protection and access to bank loans: Evidence from private enterprises in China",2006,"Economics of Transition","14","4",,"611","628",,134,"10.1111/j.1468-0351.2006.00269.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749236841&doi=10.1111%2fj.1468-0351.2006.00269.x&partnerID=40&md5=3e01a934bc26851e3703c2aa04ff24bc",Article,"Final","",Scopus,2-s2.0-33749236841
"Bai, C.-E.N., Lu, J., Tao, Z.","13805990500;13805758400;7201884505;","The multitask theory of state enterprise reform: Empirical evidence from China",2006,"American Economic Review","96","2",,"353","357",,199,"10.1257/000282806777212125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744534511&doi=10.1257%2f000282806777212125&partnerID=40&md5=0b2a86c4db665929b721c49235daa72e",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-33744534511
"Bai, C.-E., Liu, Q., Lu, J., Song, F.M., Zhang, J.","13805990500;55429572300;56142525800;7203075605;55367373100;","An empirical study on corporate governance and market valuation in China",2006,"Frontiers of Economics in China","1","1",,"83","111",,9,"10.1016/j.resp.2005.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746124921&doi=10.1016%2fj.resp.2005.07.001&partnerID=40&md5=8fa093e7084bdfebb6656184a3a15a5b",Article,"Final","",Scopus,2-s2.0-33746124921
