作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Su, Z., Wang, C., Peng, M.W.","21741158300;57364349500;8588065300;","Intellectual property rights protection and total factor productivity",2022,"International Business Review","31","3","101956","","",,,"10.1016/j.ibusrev.2021.101956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120717074&doi=10.1016%2fj.ibusrev.2021.101956&partnerID=40&md5=684469df9a5427133f67e976ed82a355",Article,"Final","",Scopus,2-s2.0-85120717074
"Aguinis, H., Audretsch, D.B., Flammer, C., Meyer, K.E., Peng, M.W., Teece, D.J.","7006100196;7006423146;55796317300;7401793822;8588065300;6701775408;","Bringing the Manager Back Into Management Scholarship",2022,"Journal of Management",,,,"","",,,"10.1177/01492063221082555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127304238&doi=10.1177%2f01492063221082555&partnerID=40&md5=042829c83f6642d2c33faaab8554713a",Editorial,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85127304238
"Wang, J.C., Yi, J., Zhang, X., Peng, M.W.","57474057500;25028966000;57473927300;8588065300;","Pyramidal Ownership and SOE Innovation",2022,"Journal of Management Studies",,,,"","",,,"10.1111/joms.12803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125587541&doi=10.1111%2fjoms.12803&partnerID=40&md5=93f22e7839e5cfa45fa0678e4ccbe148",Article,"Article in Press","",Scopus,2-s2.0-85125587541
"Peng, M.W.","8588065300;","Apple, America, and China in the Age of COVID-19",2021,"Asian Case Research Journal","25","4",,"445","449",,,"10.1142/S021892752150019X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125039172&doi=10.1142%2fS021892752150019X&partnerID=40&md5=6d2a7d3ff28fcee1669697ca3175a8f0",Article,"Final","",Scopus,2-s2.0-85125039172
"Lebedev, S., Sun, S.L., Markóczy, L., Peng, M.W.","56395010700;56062378400;6603331302;8588065300;","Board political ties and firm internationalization",2021,"Journal of International Management","27","3","100860","","",,3,"10.1016/j.intman.2021.100860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106289271&doi=10.1016%2fj.intman.2021.100860&partnerID=40&md5=58217a32f3f5f70e147fc535c4697c87",Article,"Final","",Scopus,2-s2.0-85106289271
"Peng, M.W., Kathuria, N.","8588065300;57222814401;","COVID-19 and the Scope of the Firm",2021,"Journal of Management Studies","58","5",,"1431","1435",,2,"10.1111/joms.12699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104087353&doi=10.1111%2fjoms.12699&partnerID=40&md5=b58a50526ba2a217f10f51922e74ef57",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85104087353
"Peng, M.W., Kathuria, N., Viana, F.L.E., Lima, A.C.","8588065300;57222814401;55505497400;55581664200;","Conglomeration, (De)Globalization, and COVID-19",2021,"Management and Organization Review","17","2",,"394","400",,4,"10.1017/mor.2021.12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104061025&doi=10.1017%2fmor.2021.12&partnerID=40&md5=f0f053e6f2144aca5130b326b215b964",Review,"Final","",Scopus,2-s2.0-85104061025
"Lebedev, S., Lin, Z.J., Peng, M.W.","56395010700;56296492700;8588065300;","Power imbalance and value creation in joint ventures",2021,"Long Range Planning","54","2","102014","","",,1,"10.1016/j.lrp.2020.102014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089868926&doi=10.1016%2fj.lrp.2020.102014&partnerID=40&md5=7a9615a6ebeb9a659866955930456a87",Article,"Final","",Scopus,2-s2.0-85089868926
"Peng, M.W., Kathuria, N.","8588065300;57222814401;","Post-covid debates in global strategy",2021,"International Business and Management","36",,,"101","108",,,"10.1108/S1876-066X20220000036010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120069739&doi=10.1108%2fS1876-066X20220000036010&partnerID=40&md5=a0cd41d211a956184dde5b5b0d46c149",Book Chapter,"Final","",Scopus,2-s2.0-85120069739
"Fang, S., Peng, M.W., Xu, L.C., Yi, Y.","57272342500;8588065300;36983698300;57273573500;","The Interplay of Policy and Institutions during COVID-19",2021,"International Trade Journal","35","6",,"493","522",,,"10.1080/08853908.2021.1977201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115786346&doi=10.1080%2f08853908.2021.1977201&partnerID=40&md5=c44885c1ff3f7b071d946eae154ad587",Article,"Final","",Scopus,2-s2.0-85115786346
