作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Sharma, P., Chrisman, J.J., Chua, J.H., Steier, L.P.","7403231533;6603889384;7005163494;6602794483;","Family Firm Behavior From a Psychological Perspective",2020,"Entrepreneurship: Theory and Practice","44","1",,"3","19",,22,"10.1177/1042258719879675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074013293&doi=10.1177%2f1042258719879675&partnerID=40&md5=857969916d2cd759ca6118d050f97bd0",Editorial,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85074013293
"Zellweger, T.M., Chrisman, J.J., Chua, J.H., Steier, L.P.","16308614100;6603889384;7005163494;6602794483;","Social structures, social relationships, and family firms",2019,"Entrepreneurship: Theory and Practice","43","2 Special Issue",,"207","223",,42,"10.1177/1042258718792290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056631383&doi=10.1177%2f1042258718792290&partnerID=40&md5=1850dcc3a053f4a1e231240d5edf8b1d",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85056631383
"De Massis, A., Wang, H., Chua, J.H.","22834266400;57200397942;7005163494;","Counterpoint: How Heterogeneity Among Family Firms Influences Organizational Change",2019,"Journal of Change Management","19","1",,"37","44",,22,"10.1080/14697017.2017.1419808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041118636&doi=10.1080%2f14697017.2017.1419808&partnerID=40&md5=e00d9dc4fe63babfc8218cf9f64edb9a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85041118636
"Chua, J.H., Chrisman, J.J., De Massis, A., Wang, H.","7005163494;6603889384;22834266400;57200397942;","Reflections on family firm goals and the assessment of performance",2018,"Journal of Family Business Strategy","9","2",,"107","113",,56,"10.1016/j.jfbs.2018.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042641056&doi=10.1016%2fj.jfbs.2018.02.001&partnerID=40&md5=a37ed8e7b4a464b4def140f27d47a921",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85042641056
"Chrisman, J.J., Chua, J.H., Le Breton-Miller, I., Miller, D., Steier, L.P.","6603889384;7005163494;56003957000;7407279089;6602794483;","Governance mechanisms and family firms",2018,"Entrepreneurship: Theory and Practice","42","2",,"171","186",,48,"10.1177/1042258717748650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040116413&doi=10.1177%2f1042258717748650&partnerID=40&md5=7456bc548f61350ef4b4061d70662650",Article,"Final","",Scopus,2-s2.0-85040116413
"Chrisman, J.J., Sharma, P., Chua, J.","6603889384;7403231533;7005163494;","The Mind-Set of Editors and Reviewers",2017,"Family Business Review","30","3",,"211","218",,7,"10.1177/0894486517708377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026871034&doi=10.1177%2f0894486517708377&partnerID=40&md5=21ed5d42ba6e158cc7e9a180e80b1f5e",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85026871034
"Carr, J.C., Chrisman, J.J., Chua, J.H., Steier, L.P.","13105996200;6603889384;7005163494;6602794483;","Family Firm Challenges in Intergenerational Wealth Transfer",2016,"Entrepreneurship: Theory and Practice","40","6",,"1197","1208",,17,"10.1111/etap.12240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989310678&doi=10.1111%2fetap.12240&partnerID=40&md5=ae55148f8dcb1613d46120d276ef10aa",Editorial,"Final","",Scopus,2-s2.0-84989310678
"Chrisman, J.J., Chua, J.H., De Massis, A., Minola, T., Vismara, S.","6603889384;7005163494;22834266400;24280666400;22986651000;","Management processes and strategy execution in family firms: from “what” to “how”",2016,"Small Business Economics","47","3",,"719","734",,60,"10.1007/s11187-016-9772-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978035586&doi=10.1007%2fs11187-016-9772-3&partnerID=40&md5=467f5aae78b889490aa2e3e9f694d5ad",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84978035586
"De Massis, A., Sieger, P., Chua, J.H., Vismara, S.","22834266400;35726966200;7005163494;22986651000;","Incumbents’ Attitude Toward Intrafamily Succession: An Investigation of Its Antecedents",2016,"Family Business Review","29","3",,"278","300",,57,"10.1177/0894486516656276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981328303&doi=10.1177%2f0894486516656276&partnerID=40&md5=7d35721e5507ac43fcc43d36f6b4d25d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84981328303
"Steier, L.P., Chrisman, J.J., Chua, J.H.","6602794483;6603889384;7005163494;","Governance Challenges in Family Businesses and Business Families",2015,"Entrepreneurship: Theory and Practice","39","6",,"1265","1280",,48,"10.1111/etap.12180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945156456&doi=10.1111%2fetap.12180&partnerID=40&md5=dfe32d284153710b72d431315282b4ea",Article,"Final","",Scopus,2-s2.0-84945156456
"Li, X.C., Chen, L., Chua, J.H., Kirkman, B.L., Rynes-Weller, S., Gomez-Mejia, L.","55825019500;57022574300;7005163494;7003887151;6701588139;6603684572;","Research on Chinese family businesses: Perspectives",2015,"Management and Organization Review","11","4",,"579","597",,25,"10.1017/mor.2015.60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951991091&doi=10.1017%2fmor.2015.60&partnerID=40&md5=c673ccddf2afcfda1bff8e3ba27e101e",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84951991091
"Chrisman, J.J., Chua, J.H., De Massis, A., Frattini, F., Wright, M.","6603889384;7005163494;22834266400;22834504500;7401558861;","The ability and willingness paradox in family firm innovation",2015,"Journal of Product Innovation Management","32","3",,"310","318",,259,"10.1111/jpim.12207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926420688&doi=10.1111%2fjpim.12207&partnerID=40&md5=de310a827b717afcdc22008b7cf10e44",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84926420688
"Chua, J.H., Chrisman, J.J., De Massis, A.","7005163494;6603889384;22834266400;","A Closer Look at Socioemotional Wealth: Its Flows, Stocks, and Prospects for Moving Forward",2015,"Entrepreneurship: Theory and Practice","39","2",,"173","182",,133,"10.1111/etap.12155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926138625&doi=10.1111%2fetap.12155&partnerID=40&md5=293883dc3a75758e278a4eae6374fdb8",Article,"Final","",Scopus,2-s2.0-84926138625
"Wright, M., Chrisman, J.J., Chua, J.H., Steier, L.P.","7401558861;6603889384;7005163494;6602794483;","Family Enterprise and Context",2014,"Entrepreneurship: Theory and Practice","38","6",,"1247","1260",,109,"10.1111/etap.12122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924484854&doi=10.1111%2fetap.12122&partnerID=40&md5=498962da13319df14673032dce1def9b",Article,"Final","",Scopus,2-s2.0-84924484854
