作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Boivie, S., Withers, M.C., Graffin, S.D., Corley, K.G.","8096040900;27468005300;23993549300;7004228468;","Corporate directors' implicit theories of the roles and duties of boards",2021,"Strategic Management Journal","42","9",,"1662","1695",,4,"10.1002/smj.3320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109036928&doi=10.1002%2fsmj.3320&partnerID=40&md5=355b6d8fa21aa9927794e9090cbbe6c8",Article,"Final","",Scopus,2-s2.0-85109036928
"Corley, K., Bansal, P., Yu, H.","7004228468;7102755638;57219721760;","An editorial perspective on judging the quality of inductive research when the methodological straightjacket is loosened",2021,"Strategic Organization","19","1",,"161","175",,8,"10.1177/1476127020968180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094981665&doi=10.1177%2f1476127020968180&partnerID=40&md5=cbe2f866853d7523c63d7f8a039e7483",Article,"Final","",Scopus,2-s2.0-85094981665
"Kroon, D.P., Noorderhaven, N.G., Corley, K.G., Vaara, E.","55780528700;6602546542;7004228468;6602566423;","Hard and Soft Integration: Towards a Dynamic Model of Post-Acquisition Integration",2021,"Journal of Management Studies",,,,"","",,3,"10.1111/joms.12766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114853407&doi=10.1111%2fjoms.12766&partnerID=40&md5=cc2a6cae7ff02863d1b833a3551cb4e6",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85114853407
"Schinoff, B.S., Ashforth, B.E., Corley, K.G.","57009146300;7003448781;7004228468;","Virtually (in)separable: The centrality of relational cadence in the formation of virtual multiplex relationships",2020,"Academy of Management Journal","63","5",,"1395","1424",,13,"10.5465/AMJ.2018.0466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090767763&doi=10.5465%2fAMJ.2018.0466&partnerID=40&md5=b31410660c22ee91935c6bb569f0249d",Article,"Final","",Scopus,2-s2.0-85090767763
"Corley, K.G., Schinoff, B.S.","7004228468;57009146300;","Beginner’s muck: Maximizing your paper’s chances of success with a novice editor",2020,"How to Get Published in the Best Management Journals: Second Edition",,,,"209","213",,,"10.4337/9781789902822.00033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087965042&doi=10.4337%2f9781789902822.00033&partnerID=40&md5=fd4547754d0e74ac58216e400567706d",Book Chapter,"Final","",Scopus,2-s2.0-85087965042
"Pfarrer, M.D., Devers, C.E., Corley, K., Cornelissen, J.P., Lange, D., Makadok, R., Mayer, K., Weber, L.","15726329900;6507678345;7004228468;8948381700;24468461900;6602170183;7201681844;36680815700;","Sociocognitive perspectives in strategic management",2019,"Academy of Management Review","44","4",,"767","774",,2,"10.5465/amr.2019.0185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076797409&doi=10.5465%2famr.2019.0185&partnerID=40&md5=7b60b845f41cd3e0303360443a5fddda",Article,"Final","",Scopus,2-s2.0-85076797409
"Gehman, J., Glaser, V.L., Eisenhardt, K.M., Gioia, D., Langley, A., Corley, K.G.","41261284500;55099465100;6701924601;7003946419;7006761979;7004228468;","Finding Theory–Method Fit: A Comparison of Three Qualitative Approaches to Theory Building",2018,"Journal of Management Inquiry","27","3",,"284","300",,286,"10.1177/1056492617706029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048973669&doi=10.1177%2f1056492617706029&partnerID=40&md5=de05449898c750fb525d18403e5b955b",Article,"Final","",Scopus,2-s2.0-85048973669
"Rogers, K.M., Corley, K.G., Ashforth, B.E.","35726979700;7004228468;7003448781;","Seeing More than Orange: Organizational Respect and Positive Identity Transformation in a Prison Context",2017,"Administrative Science Quarterly","62","2",,"219","269",,39,"10.1177/0001839216678842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019035238&doi=10.1177%2f0001839216678842&partnerID=40&md5=a7977aff30374afa67e0fcfba174e660",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85019035238
"Molina-Azorin, J.F., Bergh, D.D., Corley, K.G., Ketchen, D.J.","14048778500;6602888652;7004228468;7003588673;","Mixed Methods in the Organizational Sciences: Taking Stock and Moving Forward",2017,"Organizational Research Methods","20","2",,"179","192",,32,"10.1177/1094428116687026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013270507&doi=10.1177%2f1094428116687026&partnerID=40&md5=17db5afc716ed982a50060672e5bdfef",Editorial,"Final","",Scopus,2-s2.0-85013270507
"Corley, K.G., Schinoff, B.S.","7004228468;57009146300;","Who, me? An inductive study of novice experts in the context of how editors come to understand theoretical contribution",2017,"Academy of Management Perspectives","31","1",,"4","27",,24,"10.5465/amp.2015.0131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016112121&doi=10.5465%2famp.2015.0131&partnerID=40&md5=a67cf63e29a16dd52d6fd9378dbcdece",Article,"Final","",Scopus,2-s2.0-85016112121
