作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Kramon, E., Hamory, J., Baird, S., Miguel, E.","47061248900;57221775192;37025407300;57203082736;","Deepening or Diminishing Ethnic Divides? The Impact of Urban Migration in Kenya",2022,"American Journal of Political Science","66","2",,"365","384",,1,"10.1111/ajps.12590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100198941&doi=10.1111%2fajps.12590&partnerID=40&md5=3efdb56a315a4b1c27d062b7b6ad8b27",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85100198941
"Laitin, D.D., Miguel, E., Alrababa’h, A., Bogdanoski, A., Grant, S., Hoeberling, K., Mo, C.H., Moore, D.A., Vazire, S., Weinstein, J., Williamson, S.","6701497781;57203082736;57217359751;57407839200;55510972800;57407513500;36611896100;7404567500;6602573237;8698329700;57201432992;","Reporting all results efficiently: A RARE proposal to open up the file drawer",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","52","e2106178118","","",,,"10.1073/pnas.2106178118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122614968&doi=10.1073%2fpnas.2106178118&partnerID=40&md5=e7918d60b6b8329d579f59a6aeb25f47",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85122614968
"Bai, L., Handel, B., Miguel, E., Rao, G.","57658444300;55631576300;57203082736;57207138337;","Self-control and demand for preventive health: Evidence from hypertension in india",2021,"Review of Economics and Statistics","103","5",,"835","856",,,"10.1162/rest_a_00938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113610435&doi=10.1162%2frest_a_00938&partnerID=40&md5=5761f535b498a3820067a06e5b3d2f02",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85113610435
"Jakubowski, A., Egger, D., Nekesa, C., Lowe, L., Walker, M., Miguel, E.","55180779100;57222019000;56663277100;57222017964;57222015686;57203082736;","Self-reported vs Directly Observed Face Mask Use in Kenya",2021,"JAMA Network Open","4","7","e2118830","","",,2,"10.1001/jamanetworkopen.2021.18830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112138918&doi=10.1001%2fjamanetworkopen.2021.18830&partnerID=40&md5=179ed01964f506f88b7a9a3da2e6d1f7",Letter,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85112138918
"Miguel, E.","57203082736;","Evidence on research transparency in economics",2021,"Journal of Economic Perspectives","35","3",,"193","214",,4,"10.1257/jep.35.3.193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112734821&doi=10.1257%2fjep.35.3.193&partnerID=40&md5=c46856cc21c2875617e59e1df536a0e2",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85112734821
"Hamory, J., Kleemans, M., Li, N.Y., Miguel, E.","57221775192;57204226108;57218268503;57203082736;","Reevaluating Agricultural Productivity Gaps with Longitudinal Microdata",2021,"Journal of the European Economic Association","19","3",,"1522","1555",,6,"10.1093/jeea/jvaa043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110954073&doi=10.1093%2fjeea%2fjvaa043&partnerID=40&md5=32910b964fd2a05262fa9b415521adb5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85110954073
"Hamory, J., Miguel, E., Walker, M., Kremer, M., Baird, S.","57221775192;57203082736;57222015686;7101664262;37025407300;","Twenty-year economic impacts of deworming",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","14","e2023185118","","",,3,"10.1073/pnas.2023185118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103744590&doi=10.1073%2fpnas.2023185118&partnerID=40&md5=e58a86d1798817d62f793d38ce672890",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85103744590
"Hoces De La Guardia, F., Grant, S., Miguel, E.","57193881873;55510972800;57203082736;","A framework for open policy analysis",2021,"Science and Public Policy","48","2",,"154","163",,1,"10.1093/scipol/scaa067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109039761&doi=10.1093%2fscipol%2fscaa067&partnerID=40&md5=6a931fdbbbb103f98b78c1b1cca07fb4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85109039761
"Egger, D., Miguel, E., Warren, S.S., Shenoy, A., Collins, E., Karlan, D., Parkerson, D., Mobarak, A.M., Fink, G., Udry, C., Walker, M., Haushofer, J., Larreboure, M., Athey, S., Lopez-Pena, P., Benhachmi, S., Humphreys, M., Lowe, L., Meriggi, N.F., Wabwire, A., Davis, C.A., Pape, U.J., Graff, T., Voors, M., Nekesa, C., Vernot, C.","57222019000;57203082736;57222015588;57222016561;57222020803;12806052600;56821949800;23982821200;23008429800;6603191591;57222015686;16028492300;57222030492;6603691303;57222025553;57222017538;8598918300;57222017964;57202496588;57222019640;57212311914;57216040910;57222021885;36638692400;56663277100;57192178333;","Falling living standards during the COVID-19 crisis: Quantitative evidence from nine developing countries",2021,"Science Advances","7","6","eabe0997","","",,76,"10.1126/sciadv.abe0997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101010133&doi=10.1126%2fsciadv.abe0997&partnerID=40&md5=91c597243a22d19e69becbb88e4c7c5d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85101010133
"Bjorvatn, K., Galle, S., Berge, L.I.O., Miguel, E., Posner, D.N., Tungodden, B., Zhang, K.","7004895535;57215781784;36997859200;57203082736;7003687752;55911161900;57215774929;","Elections and selfishness",2021,"Electoral Studies","69",,"102267","","",,,"10.1016/j.electstud.2020.102267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098469579&doi=10.1016%2fj.electstud.2020.102267&partnerID=40&md5=b46964981320e25a83b64f52b3cc687c",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85098469579
