作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Foss, N.J., Klein, P.G., Murtinu, S.","7005282199;57210470692;37124580300;","The economy doesn't need a reset, and neither does management theory",2022,"Scandinavian Journal of Management","38","3","101214","","",,,"10.1016/j.scaman.2022.101214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130106401&doi=10.1016%2fj.scaman.2022.101214&partnerID=40&md5=6da1b3cd06a6ee3bb0301db5d231d72e",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85130106401
"Vossaert, L., Anseel, F., Collewaert, V., Foss, N.J.","57204681976;6506365274;15755446600;7005282199;","‘There’s Many a Slip “Twixt the Cup and the Lip”’: HR Management Practices and Firm Performance",2022,"Journal of Management Studies","59","3",,"660","694",,,"10.1111/joms.12781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119148226&doi=10.1111%2fjoms.12781&partnerID=40&md5=5fb4764310b27fa0d2499d2a1a1f2fdd",Article,"Final","",Scopus,2-s2.0-85119148226
"Foss, N.J., McCaffrey, M.C., Dorobat, C.-E.","7005282199;55180484000;57203124976;","“When Henry Met Fritz”: Rules As Organizational Frameworks For Emergent Strategy Process",2022,"Journal of Management Inquiry","31","2",,"135","149",,,"10.1177/10564926211031290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111366734&doi=10.1177%2f10564926211031290&partnerID=40&md5=77414629f6936b6308a0978695ff845a",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85111366734
"Klein, P.G., Holmes, R.M., Foss, N., Terjesen, S., Pepe, J.","57210470692;16177203200;7005282199;16025361300;57226245452;","CAPITALISM, CRONYISM, AND MANAGEMENT SCHOLARSHIP: A CALL FOR CLARITY",2022,"Academy of Management Perspectives","36","1",,"6","29",,2,"10.5465/AMP.2019.0198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125227602&doi=10.5465%2fAMP.2019.0198&partnerID=40&md5=96db8c178d73c9bec6898e9ededae5ea",Article,"Final","",Scopus,2-s2.0-85125227602
"Menz, M., Kunisch, S., Birkinshaw, J., Collis, D.J., Foss, N.J., Hoskisson, R.E., Prescott, J.E.","54783077600;48861491600;7003272873;6701684021;7005282199;6602700456;7102196859;","Corporate Strategy and the Theory of the Firm in the Digital Age",2021,"Journal of Management Studies","58","7",,"1695","1720",,7,"10.1111/joms.12760","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113816666&doi=10.1111%2fjoms.12760&partnerID=40&md5=cf3faeba910a70f496c1b70d6e38e2c8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85113816666
"Nell, P.C., Foss, N.J., Klein, P.G., Schmitt, J.","25931010000;7005282199;57210470692;57203949440;","Avoiding digitalization traps: Tools for top managers",2021,"Business Horizons","64","2",,"163","169",,12,"10.1016/j.bushor.2020.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097774600&doi=10.1016%2fj.bushor.2020.11.005&partnerID=40&md5=75505e3cc503b530709ae1dc1b96f42a",Note,"Final","",Scopus,2-s2.0-85097774600
"Foss, N.J., Jeppesen, L.B., Rullani, F.","7005282199;8627383700;24171689500;","How context and attention shape behaviors in online communities: A modified garbage can model",2021,"Industrial and Corporate Change","30","1",,"1","18",,1,"10.1093/icc/dtaa040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118719296&doi=10.1093%2ficc%2fdtaa040&partnerID=40&md5=12f57fc82b2298944238cfae56349b49",Article,"Final","",Scopus,2-s2.0-85118719296
"Asmussen, C.G., Foss, K., Foss, N.J., Klein, P.G.","23395966100;8331773600;7005282199;57210470692;","Economizing and strategizing: How coalitions and transaction costs shape value creation and appropriation",2021,"Strategic Management Journal","42","2",,"413","434",,3,"10.1002/smj.3227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090947265&doi=10.1002%2fsmj.3227&partnerID=40&md5=f0fbfe90f9452b4b8ed1c8064e05808c",Article,"Final","",Scopus,2-s2.0-85090947265
"Christensen, P.H., Foss, N.J.","16023865600;7005282199;","Present-but-online: How mobile devices may harm purposeful co-presence in organizations (and what can be done about it)",2021,"European Management Journal","39","1",,"84","94",,,"10.1016/j.emj.2020.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089540495&doi=10.1016%2fj.emj.2020.07.006&partnerID=40&md5=a47f0c7d900172c796f3a9e83b244978",Article,"Final","",Scopus,2-s2.0-85089540495
"Foss, N.J., Klein, P.G., Lien, L.B., Zellweger, T., Zenger, T.","7005282199;57210470692;13406209700;16308614100;6602261882;","Ownership competence",2021,"Strategic Management Journal","42","2",,"302","328",,16,"10.1002/smj.3222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089138677&doi=10.1002%2fsmj.3222&partnerID=40&md5=04224786a001294f0364a410b1c5d06b",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85089138677
"Andreini, D., Bettinelli, C., Foss, N.J., Mismetti, M.","36642297200;39060976900;7005282199;57222958116;","Business model innovation: a review of the process-based literature",2021,"Journal of Management and Governance",,,,"","",,3,"10.1007/s10997-021-09590-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112514830&doi=10.1007%2fs10997-021-09590-w&partnerID=40&md5=c682ffe86290894856647216c154714f",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85112514830
"McCaffrey, M., Foss, N.J., Klein, P.G., Salerno, J.T.","55180484000;7005282199;57210470692;16408803700;","Breaking out of the Kirznerian box: A reply to Sautet",2021,"Review of Austrian Economics",,,,"","",,,"10.1007/s11138-021-00552-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111874649&doi=10.1007%2fs11138-021-00552-x&partnerID=40&md5=fc9f404360da72b495366480bd8411bc",Review,"Article in Press","",Scopus,2-s2.0-85111874649
"Foss, N., Lee, P.M., Murtinu, S., Scalera, V.G.","7005282199;7406118573;37124580300;56440134500;","The XX factor: Female managers and innovation in a cross-country setting",2021,"Leadership Quarterly",,,"101537","","",,4,"10.1016/j.leaqua.2021.101537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108263020&doi=10.1016%2fj.leaqua.2021.101537&partnerID=40&md5=fbbbabddcae6ff5c441c72d3b3862ff4",Article,"Article in Press","",Scopus,2-s2.0-85108263020
