作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Buser, T., Cappelen, A., Gneezy, U., Hoffman, M., Tungodden, B.","42761066600;13104955800;6701455596;39461367100;55911161900;","Competitiveness, gender and handedness",2021,"Economics and Human Biology","43",,"101037","","",,,"10.1016/j.ehb.2021.101037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109132395&doi=10.1016%2fj.ehb.2021.101037&partnerID=40&md5=e0562a87818964482b82f3f4e5396fd5",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85109132395
"Serra-Garcia, M., Gneezy, U.","37056406300;6701455596;","Mistakes, Overconfidence, and the Effect of Sharing on Detecting Lies",2021,"American Economic Review","111","10",,"3160","3183",,1,"10.1257/AER.20191295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114717184&doi=10.1257%2fAER.20191295&partnerID=40&md5=6d1c3e930d802d1e955ff9d8b8c8d226",Article,"Final","",Scopus,2-s2.0-85114717184
"Fries, T., Gneezy, U., Kajackaite, A., Parra, D.","57222522932;6701455596;56663213800;57210577135;","Observability and lying",2021,"Journal of Economic Behavior and Organization","189",,,"132","149",,3,"10.1016/j.jebo.2021.06.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110180410&doi=10.1016%2fj.jebo.2021.06.038&partnerID=40&md5=274e4d25f1cbdadbc3414b7e64b33dee",Article,"Final","",Scopus,2-s2.0-85110180410
"Charness, G., Gneezy, U., Rasocha, V.","6701817928;6701455596;57226015257;","Experimental methods: Eliciting beliefs",2021,"Journal of Economic Behavior and Organization","189",,,"234","256",,6,"10.1016/j.jebo.2021.06.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110071085&doi=10.1016%2fj.jebo.2021.06.032&partnerID=40&md5=5d6518591a5a2168168113c8f7e5795f",Article,"Final","",Scopus,2-s2.0-85110071085
"Gneezy, U., Serra-Garcia, M.","6701455596;37056406300;","Lies in disguise - An experimental study on cheating (by Urs Fischbacher and Franziska Föllmi-Heusi)",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"220","227",,,"10.4324/9781003019121-21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118716158&doi=10.4324%2f9781003019121-21&partnerID=40&md5=18bf595daf1af58ccbca4e1faa094fe5",Book Chapter,"Final","",Scopus,2-s2.0-85118716158
"Smitizsky, G., Liu, W., Gneezy, U.","57225052942;57205249313;6701455596;","On the value(s) of time: Workers’ value of their time depends on mode of valuation",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","34","e2105710118","","",,,"10.1073/pnas.2105710118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113315212&doi=10.1073%2fpnas.2105710118&partnerID=40&md5=ad13cd2708e0cbbcb5ea883a386cdb6e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85113315212
"Serra-Garcia, M., Gneezy, U.","37056406300;6701455596;","Nonreplicable publications are cited more than replicable ones",2021,"Science Advances","7","21","eabd1705","","",,27,"10.1126/sciadv.abd1705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106525596&doi=10.1126%2fsciadv.abd1705&partnerID=40&md5=7a358a5685a7334394d09db98373c996",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85106525596
"Gneezy, U., Laske, K., Schröder, M.","6701455596;57219537267;55641679400;","Creative solutions: Expertise versus Crowd Sourcing",2021,"Economics Bulletin","41","4",,"2580","2586",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125241272&partnerID=40&md5=90b9dc8cbbf62b5f7cf03d68227f5b10",Article,"Final","",Scopus,2-s2.0-85125241272
"Smitizsky, G., Liu, W., Gneezy, U.","57225052942;57205249313;6701455596;","The Endowment Effect: Loss Aversion or a Buy-Sell Discrepancy?",2021,"Journal of Experimental Psychology: General","150","9",,"1890","1900",,2,"10.1037/xge0000880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109032146&doi=10.1037%2fxge0000880&partnerID=40&md5=103d13ae903ae0b41223238831adfcee",Article,"Final","",Scopus,2-s2.0-85109032146
"Gneezy, U., Laske, K., Schröder, M.","6701455596;57219537267;55641679400;","Teams do not outperform individuals in a simple creative task",2021,"Applied Economics Letters",,,,"","",,1,"10.1080/13504851.2021.1934386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107697637&doi=10.1080%2f13504851.2021.1934386&partnerID=40&md5=b91a2a5f3e9bec6d98b02bd26445a7ea",Article,"Article in Press","",Scopus,2-s2.0-85107697637
