作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Epper, T., Fehr, E., Hvidberg, K.B., Kreiner, C.T., Leth-Petersen, S., Rasmussen, G.N.","35603009200;56211794400;57225138102;7004124207;57203421807;57215705325;","Preferences predict who commits crime among young men",2022,"Proceedings of the National Academy of Sciences of the United States of America","119","6","e2112645119","","",,2,"10.1073/pnas.2112645119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123973123&doi=10.1073%2fpnas.2112645119&partnerID=40&md5=d535bb0a3fa799a4de60265cf47172a8",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85123973123
"Jaeger, B., Oud, B., Williams, T., Krumhuber, E.G., Fehr, E., Engelmann, J.B.","57201463603;54993305300;55883829200;8280916700;56211794400;14062833100;","Can people detect the trustworthiness of strangers based on their facial appearance?",2022,"Evolution and Human Behavior",,,,"","",,,"10.1016/j.evolhumbehav.2022.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129270783&doi=10.1016%2fj.evolhumbehav.2022.04.004&partnerID=40&md5=3928ebcf85e69a1027b392a87e2bb529",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85129270783
"Cubillo, A., Hermes, H., Berger, E., Winkel, K., Schunk, D., Fehr, E., Hare, T.A.","35263647700;57205684776;57205450743;57221395053;6701449583;56211794400;9039364100;","Intra-individual variability in task performance after cognitive training is associated with long-term outcomes in children",2022,"Developmental Science",,,,"","",,,"10.1111/desc.13252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126023748&doi=10.1111%2fdesc.13252&partnerID=40&md5=e069c3ebb88f51ce823c1d6acae08886",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85126023748
"Krajbich, I., Mitsumasu, A., Polania, R., Ruff, C.C., Fehr, E.","26032079600;56806903500;36553097000;35450411900;56211794400;","A causal role for the right frontal eye fields in value comparison",2021,"eLife","10",,"e67477","","",,,"10.7554/eLife.67477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120178683&doi=10.7554%2feLife.67477&partnerID=40&md5=3492629dab7648f54120e43e1989f054",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85120178683
"Williams, T.B., Burke, C.J., Nebe, S., Preuschoff, K., Fehr, E., Tobler, P.N.","55883829200;57200772471;56578674400;14056955800;56211794400;6603530498;","Testing models at the neural level reveals how the brain computes subjective value",2021,"Proceedings of the National Academy of Sciences of the United States of America","118","43","e2106237118","","",,,"10.1073/pnas.2106237118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117851830&doi=10.1073%2fpnas.2106237118&partnerID=40&md5=cba32c1cc33f6b8cb4a5da3578c6b3f4",Article,"Final","",Scopus,2-s2.0-85117851830
"Dukes, D., Abrams, K., Adolphs, R., Ahmed, M.E., Beatty, A., Berridge, K.C., Broomhall, S., Brosch, T., Campos, J.J., Clay, Z., Clément, F., Cunningham, W.A., Damasio, A., Damasio, H., D’Arms, J., Davidson, J.W., de Gelder, B., Deonna, J., de Sousa, R., Ekman, P., Ellsworth, P.C., Fehr, E., Fischer, A., Foolen, A., Frevert, U., Grandjean, D., Gratch, J., Greenberg, L., Greenspan, P., Gross, J.J., Halperin, E., Kappas, A., Keltner, D., Knutson, B., Konstan, D., Kret, M.E., LeDoux, J.E., Lerner, J.S., Levenson, R.W., Loewenstein, G., Manstead, A.S.R., Maroney, T.A., Moors, A., Niedenthal, P., Parkinson, B., Pavlidis, I., Pelachaud, C., Pollak, S.D., Pourtois, G., Roettger-Roessler, B., Russell, J.A., Sauter, D., Scarantino, A., Scherer, K.R., Stearns, P., Stets, J.E., Tappolet, C., Teroni, F., Tsai, J., Turner, J., Reekum, C.V., Vuilleumier, P., Wharton, T., Sander, D.","55386978300;7006693901;7006157399;57203551717;35999316400;7006219007;7801624869;21833273000;7201616155;26429175000;35726687000;16065517700;7006185590;35554021600;6507276779;7403933562;55172605400;24076090200;57224403272;56967768800;7004386789;56211794400;7403485714;24310783000;7003470565;35302551600;6701390206;16549658300;7004110755;7402751884;35866830500;7101642010;57214579516;15729469700;6508302672;35768113700;35353182000;7101861953;7103227448;7004312288;7003913291;14065250500;8697106800;7004698490;7103381995;6701815929;6602822871;7103341791;6701662293;57224412455;35932960800;15726370900;6505917957;57202413462;7004031931;7003480727;26033666400;24077282800;57679957900;56303372700;56821914800;57200075380;7004000015;7101673174;","The rise of affectivism",2021,"Nature Human Behaviour","5","7",,"816","820",,10,"10.1038/s41562-021-01130-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107505521&doi=10.1038%2fs41562-021-01130-8&partnerID=40&md5=0c7447fb66898b2b1a2c2a6f85f83aa6",Note,"Final","All Open Access, Green",Scopus,2-s2.0-85107505521
"Alós-Ferrer, C., Fehr, E., Netzer, N.","6602688060;56211794400;26655829400;","Time will tell: Recovering preferences when choices are noisy",2021,"Journal of Political Economy","129","6",,"1828","1877",,5,"10.1086/713732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105574847&doi=10.1086%2f713732&partnerID=40&md5=23c86fea4a40b27dc00a607674fac55f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85105574847
"Fehr, E., Powell, M., Wilkening, T.","56211794400;26432999500;49362574100;","Behavioral constraints on the design of subgame-perfect implementation mechanisms",2021,"American Economic Review","11","4",,"1055","1091",,2,"10.1257/AER.20170297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113137179&doi=10.1257%2fAER.20170297&partnerID=40&md5=a2e31f5aa6751b6efb5137c29246a013",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85113137179
"Carlson, R.W., Maréchal, M.A., Oud, B., Fehr, E., Crockett, M.J.","57191544406;26434406600;54993305300;56211794400;24450177000;","Motivated misremembering of selfish decisions",2020,"Nature Communications","11","1","2100","","",,10,"10.1038/s41467-020-15602-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083969432&doi=10.1038%2fs41467-020-15602-4&partnerID=40&md5=78e1f0fb79de9ac78485de8ad920ecb2",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85083969432
"Declerck, C.H., Boone, C., Pauwels, L., Vogt, B., Fehr, E.","6602166773;7102162155;57194050458;23013663100;56211794400;","A registered replication study on oxytocin and trust",2020,"Nature Human Behaviour","4","6",,"646","655",,36,"10.1038/s41562-020-0878-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086147341&doi=10.1038%2fs41562-020-0878-x&partnerID=40&md5=4aa20c29a4c26d6052fe444374b5641d",Article,"Final","",Scopus,2-s2.0-85086147341
"Engelmann, J.B., De Dreu, C.K.W., Schmid, B., Fehr, E.","14062833100;7004919593;57195198599;56211794400;","Reply to Schild et al.: Antisocial personality moderates the causal influence of costly punishment on trust and trustworthiness",2020,"Proceedings of the National Academy of Sciences of the United States of America","117","18",,"9690","9691",,,"10.1073/pnas.1922106117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084307035&doi=10.1073%2fpnas.1922106117&partnerID=40&md5=db04da811c34f14d47c86002b1a5767b",Letter,"Final","All Open Access, Green",Scopus,2-s2.0-85084307035
"Miettinen, T., Kosfeld, M., Fehr, E., Weibull, J.","25223580500;6602231734;56211794400;6701741318;","Revealed preferences in a sequential prisoners’ dilemma: A horse-race between six utility functions",2020,"Journal of Economic Behavior and Organization","173",,,"1","25",,3,"10.1016/j.jebo.2020.02.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082498571&doi=10.1016%2fj.jebo.2020.02.018&partnerID=40&md5=0a9d2da73b7ab540b8399d7f90fd1cb1",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85082498571
"Burghart, D.R., Epper, T., Fehr, E.","16644970900;35603009200;56211794400;","The uncertainty triangle – Uncovering heterogeneity in attitudes towards uncertainty",2020,"Journal of Risk and Uncertainty","60","2",,"125","156",,1,"10.1007/s11166-020-09331-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089368814&doi=10.1007%2fs11166-020-09331-8&partnerID=40&md5=1d53514cd3e514654dfd2a126d92cf68",Article,"Final","",Scopus,2-s2.0-85089368814
"Epper, T., Fehr, E., Fehr-Duda, H., Kreiner, C.T., Lassen, D.D., Leth-Petersen, S., Rasmussen, G.N.","35603009200;56211794400;13405097600;7004124207;9243648500;57203421807;57215705325;","Time discounting and wealth inequality†",2020,"American Economic Review","110","4",,"177","1205",,14,"10.1257/aer.20181096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085296640&doi=10.1257%2faer.20181096&partnerID=40&md5=7549e3065954158a4c5cefae01a7ad65",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85085296640
