作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Di Addario, S., Kline, P., Saggio, R., Sølvsten, M.","14063044900;12798840800;57219161658;57195804221;","It ain't where you're from, it's where you're at: Hiring origins, firm heterogeneity, and wages",2022,"Journal of Econometrics",,,,"","",,1,"10.1016/j.jeconom.2021.12.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127878747&doi=10.1016%2fj.jeconom.2021.12.017&partnerID=40&md5=fbc161c12a73b832b051cd1b09daa299",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85127878747
"Kline, P., Walters, C.","12798840800;22036934500;","Reasonable Doubt: Experimental Detection of Job-Level Employment Discrimination",2021,"Econometrica","89","2",,"765","792",,3,"10.3982/ECTA17489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102795221&doi=10.3982%2fECTA17489&partnerID=40&md5=1ad9bf5f077bfcd6356b3ecfbfa891a6",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85102795221
"Kline, P., Saggio, R., Sølvsten, M.","12798840800;57219161658;57195804221;","Leave-Out Estimation of Variance Components",2020,"Econometrica","88","5",,"1859","1898",,11,"10.3982/ECTA16410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091526109&doi=10.3982%2fECTA16410&partnerID=40&md5=32445667b6a33304716527c750b7d8fd",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85091526109
"Kline, P., Walters, C.R.","12798840800;22036934500;","On Heckits, LATE, and Numerical Equivalence",2019,"Econometrica","87","2",,"677","696",,11,"10.3982/ECTA15444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063495970&doi=10.3982%2fECTA15444&partnerID=40&md5=726718d7103854cfef6ee10ba5c06719",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85063495970
"Card, D., Cardoso, A.R., Heining, J., Kline, P.","7006709011;7101743250;14621589000;12798840800;","Firms and labor market inequality: Evidence and some theory",2018,"Journal of Labor Economics","36","S1",,"S13","S70",,122,"10.1086/694153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039054044&doi=10.1086%2f694153&partnerID=40&md5=f399f2f368c8fd1dc19aa0791e83f259",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85039054044
"Kline, P., Walters, C.R.","12798840800;22036934500;","Evaluating public programs with close substitutes: The case of head start",2016,"Quarterly Journal of Economics","131","4",,"1795","1848",,90,"10.1093/qje/qjw027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997667011&doi=10.1093%2fqje%2fqjw027&partnerID=40&md5=e00168b82a3617b8cc7db11f7487d9c4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84997667011
"Card, D., Cardoso, A.R., Kline, P.","7006709011;7101743250;12798840800;","Bargaining, sorting, and the gender wage gap: Quantifying the impact of firms on the relative pay of women",2016,"Quarterly Journal of Economics","131","2",,"633","686",,142,"10.1093/qje/qjv038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979085093&doi=10.1093%2fqje%2fqjv038&partnerID=40&md5=f02fec4e9e915222880e4a0e4401062f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84979085093
"Kline, P., Tartari, M.","12798840800;56604920300;","Bounding the labor supply responses to a randomized welfare experiment: A revealed preference approach",2016,"American Economic Review","106","4",,"972","1014",,21,"10.1257/aer.20130824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962886203&doi=10.1257%2faer.20130824&partnerID=40&md5=19d51cadb029577af6a9bd8666c405a5",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84962886203
"Chetty, R., Hendren, N., Kline, P., Saez, E.","56240427600;56038072600;12798840800;7004587587;","Where is the land of opportunity? The geography of intergenerational mobility in the United States",2014,"Quarterly Journal of Economics","129","4",,"1553","1623",,834,"10.1093/qje/qju022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909943280&doi=10.1093%2fqje%2fqju022&partnerID=40&md5=558c720ca29f2443d4945f88b8efa84a",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84909943280
"Kline, P.","12798840800;","A note on variance estimation for the Oaxaca estimator of average treatment effects",2014,"Economics Letters","122","3",,"428","431",,5,"10.1016/j.econlet.2013.12.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893068002&doi=10.1016%2fj.econlet.2013.12.026&partnerID=40&md5=1f28384030dedb0c0e88f6347a6d7716",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84893068002
