作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Angrist, J., Autor, D., Pallais, A.","7004017860;6602634280;26657527900;","Marginal Effects of Merit Aid for Low-Income Students",2022,"Quarterly Journal of Economics","137","2",,"1039","1090",,,"10.1093/qje/qjab050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128709257&doi=10.1093%2fqje%2fqjab050&partnerID=40&md5=42a25164f5e4a5cf78fdbdaa526bb399",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85128709257
"Acemoglu, D., Autor, D., Hazell, J., Restrepo, P.","7003483273;6602634280;57226074046;56470567000;","Artificial Intelligence and Jobs: Evidence from Online Vacancies",2022,"Journal of Labor Economics","40","S1",,"S293","S340",,,"10.1086/718327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128925871&doi=10.1086%2f718327&partnerID=40&md5=f4fb83818768d1f05ec69a114828d299",Article,"Final","",Scopus,2-s2.0-85128925871
"Autor, D., Dorn, D., Hanson, G., Li, L.","6602634280;35291819300;7201565847;57218586882;","Understanding regional export growth in China",2021,"World Trade Evolution: Growth, Productivity and Employment",,,,"195","228",,2,"10.4324/9781351061544-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115145041&doi=10.4324%2f9781351061544-6&partnerID=40&md5=a886c49fb42417a27a728cb93de41938",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85115145041
"Autor, D., Dorn, D., Hanson, G., Majlesi, K.","6602634280;35291819300;7201565847;57000267900;","Importing political polarization? The electoral consequences of rising trade exposure",2020,"American Economic Review","110","10",,"3139","3183",,80,"10.1257/aer.20170011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092226110&doi=10.1257%2faer.20170011&partnerID=40&md5=6fc0a8c87a93be9fdd35454e9031cfcc",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85092226110
"Autor, D., Dorn, D., Katz, L.F., Patterson, C., Reenen, J.V.","6602634280;35291819300;7202789820;57125472800;7005708650;","The fall of the labor share and the rise of superstar firms",2020,"Quarterly Journal of Economics","135","2",,"645","709",,181,"10.1093/qje/qjaa004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085304413&doi=10.1093%2fqje%2fqjaa004&partnerID=40&md5=bad1d3f9eb644285953ea9cf0998094a",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85085304413
"Autor, D., Maestas, N., Woodbury, R.","6602634280;25936540300;35761712700;","Disability policy, program enrollment, work, and well-being among people with disabilities",2020,"Social Security Bulletin","80","1",,"57","68",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085494351&partnerID=40&md5=e170cdf2343be12d4523b4cf9d0b7dce",Article,"Final","",Scopus,2-s2.0-85085494351
"Autor, D., Figlio, D., Karbownik, K., Roth, J., Wasserman, M.","6602634280;7004102101;56444478800;7404379524;57190251368;","Family disadvantage and the gender gap in behavioral and educational outcomes",2019,"American Economic Journal: Applied Economics","11","3",,"338","381",,45,"10.1257/app.20170571","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068190079&doi=10.1257%2fapp.20170571&partnerID=40&md5=3eb678cc74e83594c88bd0b86bdd2bf9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85068190079
"Frank, M.R., Autor, D., Bessen, J.E., Brynjolfsson, E., Cebrian, M., Deming, D.J., Feldman, M., Groh, M., Lobo, J., Moro, E., Wang, D., Youn, H., Rahwan, I.","55986700300;6602634280;6603471959;6603955274;8724466500;55023148800;7402261132;56789707800;7103061875;7005409234;56033994900;25029126900;23009881000;","Toward understanding the impact of artificial intelligence on labor",2019,"Proceedings of the National Academy of Sciences of the United States of America","116","14",,"6531","6539",,102,"10.1073/pnas.1900949116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064058602&doi=10.1073%2fpnas.1900949116&partnerID=40&md5=4496f0df831ea73513fe8d5e1d5122cf",Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85064058602
"Autor, D., Kostøl, A., Mogstad, M., Setzler, B.","6602634280;56039160700;15765617400;57209644586;","Disability benefits, consumption insurance, and household labor supply",2019,"American Economic Review","109","7",,"2613","2654",,23,"10.1257/aer.20151231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068342902&doi=10.1257%2faer.20151231&partnerID=40&md5=936e53bfa0653a82eb8e4046be0a9fa2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85068342902
"Autor, D., Salomons, A.","6602634280;35293369500;","Is automation labor share–displacing? Productivity growth, employment, and the labor share",2018,"Brookings Papers on Economic Activity","2018","Spring",,"1","87",,78,"10.1353/eca.2018.0000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047258542&doi=10.1353%2feca.2018.0000&partnerID=40&md5=be6a3121c2c8681f35580fd9ea4ebfe7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85047258542
"Autor, D., Kitcher, P.","6602634280;57203160153;","As you like it: Work, life, and satisfaction",2018,"Capitalism beyond Mutuality?: Perspectives Integrating Philosophy and Social Science",,,,"139","160",,,"10.1093/oso/9780198825067.003.0008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050772627&doi=10.1093%2foso%2f9780198825067.003.0008&partnerID=40&md5=45060a2b442a4a592bce457caace0199",Book Chapter,"Final","",Scopus,2-s2.0-85050772627
"Autor, D., Dorn, D., Katz, L.F., Patterson, C., Van Reenen, J.","6602634280;35291819300;7202789820;57125472800;7005708650;","Concentrating on the fall of the labor share",2017,"American Economic Review","107","5",,"180","185",,147,"10.1257/aer.p20171102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019543275&doi=10.1257%2faer.p20171102&partnerID=40&md5=08ce1b113e9108ce6cdffa23d33f77da",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85019543275
"Autor, D.H., Houseman, S.N., Kerr, S.P.","6602634280;8447703800;26666016100;","The effect of work first job placements on the distribution of earnings: An instrumental variable quantile regression approach",2017,"Journal of Labor Economics","35","1",,"149","190",,16,"10.1086/687522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006013092&doi=10.1086%2f687522&partnerID=40&md5=1ce633bd07d4ec0f1d3396f40daddd4a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85006013092
"Autor, D.H., Dorn, D., Hanson, G.H.","6602634280;35291819300;7201565847;","The China Shock: Learning from Labor-Market Adjustment to Large Changes in Trade",2016,"Annual Review of Economics","8",,,"205","240",,288,"10.1146/annurev-economics-080315-015041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994558834&doi=10.1146%2fannurev-economics-080315-015041&partnerID=40&md5=fa130d96b3dc9975a9adbc7f4e0afa08",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84994558834
"Autor, D., Figlio, D., Karbownik, K., Roth, J., Wasserman, M.","6602634280;7004102101;56444478800;7404379524;57190251368;","School quality and the gender gap in educational achievement",2016,"American Economic Review","106","5",,"289","295",,37,"10.1257/aer.p20161074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978655430&doi=10.1257%2faer.p20161074&partnerID=40&md5=65e447227d29116cf61956438d6bc080",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84978655430
"Autor, D.H., Duggan, M., Greenberg, K., Lyle, D.S.","6602634280;55629589500;57190124023;16307416200;","The impact of disability benefits on labor supply: Evidence from the VA's disability compensation program",2016,"American Economic Journal: Applied Economics","8","3",,"31","68",,25,"10.1257/app.20150158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977552416&doi=10.1257%2fapp.20150158&partnerID=40&md5=b3c87264e4ab38ee3787eb428881ac8a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84977552416
"Autor, D.H., Manning, A., Smith, C.L.","6602634280;7101816484;7501647855;","The contribution of the minimum wage to US wage inequality over three decades: A reassessment",2016,"American Economic Journal: Applied Economics","8","1",,"58","99",,145,"10.1257/app.20140073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953776125&doi=10.1257%2fapp.20140073&partnerID=40&md5=c093c6488451b181fa66ea41ca6fbeb3",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84953776125
