作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Lee, D.S., Leung, P., O’Leary, C.J., Pei, Z., Quach, S.","55698907900;56675268200;35595219800;56675365500;57205450482;","Are sufficient statistics necessary? Nonparametric measurement of deadweight loss from unemployment insurance",2021,"Journal of Labor Economics","39","S2",,"S455","S506",,,"10.1086/711594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104433296&doi=10.1086%2f711594&partnerID=40&md5=9161661a76384de98488d239dee76eb9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85104433296
"Card, D., Lee, D.S., Lemieux, T.","7006709011;55698907900;6603092072;","Introduction: Essays in honor of John E. Dinardo",2021,"Journal of Labor Economics","39","S2",,"S317","S328",,,"10.1086/713114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104416050&doi=10.1086%2f713114&partnerID=40&md5=a2020699c5656c32b39a50b0a47947a0",Article,"Final","",Scopus,2-s2.0-85104416050
"Pei, Z., Lee, D.S., Card, D., Weber, A.","56675365500;55698907900;7006709011;57668537300;","Local Polynomial Order in Regression Discontinuity Designs",2021,"Journal of Business and Economic Statistics",,,,"","",,3,"10.1080/07350015.2021.1920961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107414136&doi=10.1080%2f07350015.2021.1920961&partnerID=40&md5=91dc7b27e774630bf5f50d72247a0bff",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85107414136
"Hoffmann, F., Lee, D.S., Lemieux, T.","34978687400;55698907900;6603092072;","Growing income inequality in the United States and other advanced economies",2020,"Journal of Economic Perspectives","34","4",,"52","78",,7,"10.1257/JEP.34.4.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096898398&doi=10.1257%2fJEP.34.4.52&partnerID=40&md5=318fdbdcb606b90a820957cd1b9676f0",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85096898398
"Lee, D.S., McCrary, J.","55698907900;22938321000;","The deterrence effect of prison: Dynamic theory and evidence",2017,"Advances in Econometrics","38",,,"73","146",,23,"10.1108/S0731-905320170000038005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019501377&doi=10.1108%2fS0731-905320170000038005&partnerID=40&md5=ad43857d97105c9e580e566e266241d1",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85019501377
"Card, D., Lee, D.S., Pei, Z., Weber, A.","7006709011;55698907900;56675365500;57213207041;","Regression kink design: Theory and practice",2017,"Advances in Econometrics","38",,,"341","382",,16,"10.1108/S0731-905320170000038016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019404261&doi=10.1108%2fS0731-905320170000038016&partnerID=40&md5=6b8a0a66ce72d8b78886f731218114b6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85019404261
"Card, D., Lee, D.S., Pei, Z., Weber, A.","7006709011;55698907900;56675365500;57213207041;","Inference on Causal Effects in a Generalized Regression Kink Design",2015,"Econometrica","83","6",,"2453","2483",,104,"10.3982/ECTA11224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949998649&doi=10.3982%2fECTA11224&partnerID=40&md5=aabf2c51cb4bc08c1c01435684df15e2",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84949998649
"Lee, D., Saez, E.","55698907900;7004587587;","Optimal minimum wage policy in competitive labor markets",2012,"Journal of Public Economics","96","9-10",,"739","749",,40,"10.1016/j.jpubeco.2012.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862583983&doi=10.1016%2fj.jpubeco.2012.06.001&partnerID=40&md5=344549bdcca2662bf58dc24017019a0a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84862583983
"Lee, D.S., Mas, A.","55698907900;36803875800;","Long-run impacts of unions on firms: New evidence from financial markets, 1961-1999",2012,"Quarterly Journal of Economics","127","1",,"333","378",,104,"10.1093/qje/qjr058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863081448&doi=10.1093%2fqje%2fqjr058&partnerID=40&md5=18d4b2dacc777a765f3d7cb7ae361a0a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84863081448
"Dinardo, J., Lee, D.S.","7003972408;55698907900;","Program Evaluation and Research Designs",2011,"Handbook of Labor Economics","4","PART A",,"463","536",,68,"10.1016/S0169-7218(11)00411-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953090481&doi=10.1016%2fS0169-7218%2811%2900411-4&partnerID=40&md5=11a0cd978b656ef1dc67b1b07ac90084",Book,"Final","All Open Access, Green",Scopus,2-s2.0-79953090481
"Lee, D.S., Lemieux, T.","55698907900;6603092072;","Regression Discontinuity designs in economics",2010,"Journal of Economic Literature","48","2",,"281","355",,1720,"10.1257/jel.48.2.281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751469926&doi=10.1257%2fjel.48.2.281&partnerID=40&md5=8ddd4e2e2ec0a1a7f4c04de0092ddbb5",Article,"Final","All Open Access, Green",Scopus,2-s2.0-78751469926
"Lee, D.S.","55698907900;","Training, wages, and sample selection: Estimating sharp bounds on treatment effects",2009,"Review of Economic Studies","76","3",,"1071","1102",,439,"10.1111/j.1467-937X.2009.00536.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67549100999&doi=10.1111%2fj.1467-937X.2009.00536.x&partnerID=40&md5=37d2755e0f23b7d71ee60b138d8a1a7a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-67549100999
"Lee, D.S., Moretti, E.","55698907900;7005593972;","Bayesian learning and the pricing of new information: Evidence from prediction markets",2009,"American Economic Review","99","2",,"330","336",,8,"10.1257/aer.99.2.330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73849099761&doi=10.1257%2faer.99.2.330&partnerID=40&md5=c07d374fab54d07a84718974ed637961",Conference Paper,"Final","",Scopus,2-s2.0-73849099761
"Lee, D.S.","55698907900;","Randomized experiments from non-random selection in U.S. House elections",2008,"Journal of Econometrics","142","2",,"675","697",,676,"10.1016/j.jeconom.2007.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37049031265&doi=10.1016%2fj.jeconom.2007.05.004&partnerID=40&md5=f1ffd568be5361221052dfce6637a066",Article,"Final","All Open Access, Green",Scopus,2-s2.0-37049031265
"Lee, D.S., Card, D.","55698907900;7006709011;","Regression discontinuity inference with specification error",2008,"Journal of Econometrics","142","2",,"655","674",,413,"10.1016/j.jeconom.2007.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36849000722&doi=10.1016%2fj.jeconom.2007.05.003&partnerID=40&md5=aad0ae2eaa60fe66fa86d4cf97b28014",Article,"Final","All Open Access, Green",Scopus,2-s2.0-36849000722
"Almond, D., Chay, K.Y., Lee, D.S.","21741974200;6602827939;55698907900;","The costs of low birth weight",2005,"Quarterly Journal of Economics","120","3",,"1031","1083",,310,"10.1162/003355305774268228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26444603749&doi=10.1162%2f003355305774268228&partnerID=40&md5=b8eca40d3aa6654cdc9bcf3d0319ab56",Review,"Final","",Scopus,2-s2.0-26444603749
