作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Richter, B., Schularick, M., Wachtel, P.","57207990101;14042326300;55774469700;","When to Lean against the Wind",2021,"Journal of Money, Credit and Banking","53","1",,"5","39",,3,"10.1111/jmcb.12701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088782585&doi=10.1111%2fjmcb.12701&partnerID=40&md5=7575d91fb8d564fb9a87c501428c64da",Article,"Final","",Scopus,2-s2.0-85088782585
"Born, B., Müller, G.J., Schularick, M., Sedláček, P.","56607999800;57197547238;14042326300;55917725000;","The macroeconomic impact of Trump",2021,"Policy Studies","42","5-6",,"580","591",,2,"10.1080/01442872.2021.1909718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103539173&doi=10.1080%2f01442872.2021.1909718&partnerID=40&md5=9982b5090715d50cf0f7210459295f9f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85103539173
"Jordà, O., Richter, B., Schularick, M., Taylor, A.M.","57193663493;57207990101;14042326300;57108793100;","Bank Capital Redux: Solvency, Liquidity, and Crisis",2021,"Review of Economic Studies","88","1",,"260","286",,8,"10.1093/restud/rdaa040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096020771&doi=10.1093%2frestud%2frdaa040&partnerID=40&md5=bb788f1661932a59b691b5f3016398dd",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096020771
"Kuhn, M., Schularick, M., Steins, U.I.","55798629900;14042326300;57218419016;","Income and wealth inequality in america, 1949–2016",2020,"Journal of Political Economy","128","9",,"3469","3519",,19,"10.1086/708815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089156508&doi=10.1086%2f708815&partnerID=40&md5=175a911c6c35d5d3a45961d613780aee",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85089156508
"Jordà, Ò., Schularick, M., Taylor, A.M.","57193663493;14042326300;57108793100;","The effects of quasi-random monetary experiments",2020,"Journal of Monetary Economics","112",,,"22","40",,21,"10.1016/j.jmoneco.2019.01.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061637206&doi=10.1016%2fj.jmoneco.2019.01.021&partnerID=40&md5=c837fab561bd1be6c83a99dfbec4cfcc",Article,"Final","",Scopus,2-s2.0-85061637206
"Reddy, K., Schularick, M., Skreta, V.","57216132898;14042326300;13402878100;","IMMUNITY",2020,"International Economic Review","61","2",,"531","564",,,"10.1111/iere.12433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082618365&doi=10.1111%2fiere.12433&partnerID=40&md5=9903df4512d1cab53b37ffcb25d8caff",Article,"Final","",Scopus,2-s2.0-85082618365
"Baldenius, T., Kohl, S., Schularick, M.","57220643506;56767705800;14042326300;","The new housing question. Winners and losers in times of the german housing boom [Die neue wohnungsfrage gewinner und verlierer des deutschen immobilienbooms]",2020,"Leviathan (Germany)","48","2",,"195","236",,3,"10.5771/0340-0425-2020-2-195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097505532&doi=10.5771%2f0340-0425-2020-2-195&partnerID=40&md5=1fccf6ecd652a5def9012dec8e10e639",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85097505532
"Bartscher, A.K., Kuhn, M., Schularick, M.","57215007628;55798629900;14042326300;","The college wealth divide: Education and inequality in America, 1956-2016",2020,"Federal Reserve Bank of St. Louis Review","102","1",,"19","49",,1,"10.20955/r.102.19-49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079682818&doi=10.20955%2fr.102.19-49&partnerID=40&md5=23811bc6d71e96aa16b195870bee9589",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85079682818
"Born, B., Müller, G.J., Schularick, M., Sedláček, P.","56607999800;57197547238;14042326300;55917725000;","The Costs of Economic Nationalism: Evidence from the Brexit Experiment∗",2019,"Economic Journal","129","10",,"2722","2744",,24,"10.1093/ej/uez020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075079146&doi=10.1093%2fej%2fuez020&partnerID=40&md5=eb3b271168ee4238fddd21b5ca816cfe",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85075079146
"Richter, B., Schularick, M., Shim, I.","57207990101;14042326300;23020060300;","The costs of macroprudential policy",2019,"Journal of International Economics","118",,,"263","282",,33,"10.1016/j.jinteco.2018.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063468114&doi=10.1016%2fj.jinteco.2018.11.011&partnerID=40&md5=cc23cdbabf686dbe527796a0c0e5d818",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85063468114
