作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Walker, S.P., Chang, S.M., Wright, A.S., Pinto, R., Heckman, J.J., Grantham-McGregor, S.M.","7403745393;56184674700;56606602400;7202606304;7102737699;7006425695;","Cognitive, psychosocial, and behaviour gains at age 31 years from the Jamaica early childhood stimulation trial",2022,"Journal of Child Psychology and Psychiatry and Allied Disciplines","63","6",,"626","635",,,"10.1111/jcpp.13499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112690394&doi=10.1111%2fjcpp.13499&partnerID=40&md5=a5f9d3c99f3b7bb904028f38c2b37ac9",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85112690394
"Feng, S., Han, Y., Heckman, J.J., Kautz, T.","7402531107;57211963597;7102737699;36166973900;","Comparing the reliability and predictive power of child, teacher, and guardian reports of noncognitive skills",2022,"Proceedings of the National Academy of Sciences of the United States of America","119","6","e2113992119","","",,,"10.1073/pnas.2113992119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124314349&doi=10.1073%2fpnas.2113992119&partnerID=40&md5=4c4e7c29c24a058f82ab143af3105848",Article,"Final","",Scopus,2-s2.0-85124314349
"Zhou, J., Heckman, J., Wang, F., Liu, B.","57193813163;7102737699;57679591600;57224668188;","Early childhood learning patterns for a home visiting program in rural China",2022,"Journal of Community Psychology",,,,"","",,,"10.1002/jcop.22872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129857751&doi=10.1002%2fjcop.22872&partnerID=40&md5=028392973ac08944ee0b290fee43f2be",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85129857751
"García, J.L., Heckman, J.J.","56553502000;7102737699;","Early childhood education and life-cycle health",2021,"Health Economics (United Kingdom)","30","S1",,"119","141",,1,"10.1002/hec.4148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090169037&doi=10.1002%2fhec.4148&partnerID=40&md5=edc9cb551a3ab492c21e223156f74291",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85090169037
"Zhou, J., Baulos, A., Heckman, J.J., Liu, B.","57193813163;57224667675;7102737699;57224668188;","The economics of investing in early childhood: Importance of understanding the science of scaling",2021,"The Scale-Up Effect in Early Childhood and Public Policy: Why Interventions Lose Impact at Scale and What We Can Do About It",,,,"76","97",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108131294&partnerID=40&md5=a7c211a5f15678d412f2abe9954f648a",Book Chapter,"Final","",Scopus,2-s2.0-85108131294
"Heckman, J.J., Karapakula, G.","7102737699;57225970936;","Using a satisficing model of experimenter decision-making to guide finite-sample inference for compromised experiments",2021,"Econometrics Journal","24","2",,"C1","C39",,1,"10.1093/ectj/utab009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108196870&doi=10.1093%2fectj%2futab009&partnerID=40&md5=45d7f92adb98e699d4a0fc742a1d0b98",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85108196870
"Heckman, J., Landersø, R.","7102737699;56825986300;","Lessons for Americans from Denmark about inequality and social mobility",2021,"Labour Economics",,,"101999","","",,,"10.1016/j.labeco.2021.101999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107903843&doi=10.1016%2fj.labeco.2021.101999&partnerID=40&md5=73f6e5ab9327ef3343cf5c21e182edf9",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85107903843
"Heckman, J.J.","7102737699;","Epilogue: Randomization and social policy evaluation revisited",2020,"Randomized Control Trials in the Field of Development: A Critical Perspective",,,,"304","330",,,"10.1093/oso/9780198865360.003.0014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113616092&doi=10.1093%2foso%2f9780198865360.003.0014&partnerID=40&md5=db876806a065870ec0f94f0c85bc7da1",Book Chapter,"Final","",Scopus,2-s2.0-85113616092
"Durlauf, S.N., Heckman, J.J.","6701526433;7102737699;","An empirical analysis of racial differences in police use of force: a comment",2020,"Journal of Political Economy","128","10",,"3998","4008",,1,"10.1086/710976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090941959&doi=10.1086%2f710976&partnerID=40&md5=82680948c921901963393a22570ead7d",Article,"Final","",Scopus,2-s2.0-85090941959
"García, J.L., Heckman, J.J., Leaf, D.E., Prados, M.J.","56553502000;7102737699;55261042900;56797750800;","Quantifying the life-cycle benefits of an influential early-childhood program",2020,"Journal of Political Economy","128","7",,"2502","2541",,19,"10.1086/705718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079464892&doi=10.1086%2f705718&partnerID=40&md5=dacc4567f7d9f7def5a292c3fe27bd2d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079464892
"Heckman, J.J., Moktan, S.","7102737699;57195379154;","Publishing and promotion in economics: The tyranny of the top five",2020,"Journal of Economic Literature","58","2",,"419","470",,71,"10.1257/JEL.20191574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088235857&doi=10.1257%2fJEL.20191574&partnerID=40&md5=fc724c2b808d35c2bf69cd90c971023a",Review,"Final","All Open Access, Bronze",Scopus,2-s2.0-85088235857
