作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Hsiang, S.","36518809500;","Climate econometrics",2016,"Annual Review of Resource Economics","8","1",,"43","75",,147,"10.1146/annurev-resource-100815-095343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990960933&doi=10.1146%2fannurev-resource-100815-095343&partnerID=40&md5=3ee718256786357b74154fa5bb047712",Article,"Final","",Scopus,2-s2.0-84990960933
"Carleton, T.A., Hsiang, S.M.","57189986650;36518809500;","Social and economic impacts of climate",2016,"Science","353","6304","aad9837","","",,376,"10.1126/science.aad9837","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015597378&doi=10.1126%2fscience.aad9837&partnerID=40&md5=5f71814f0864b86c554392142c078a7a",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85015597378
"Hsiang, S.M., Sobel, A.H.","36518809500;7102567936;","Potentially Extreme Population Displacement and Concentration in the Tropics under Non-Extreme Warming",2016,"Scientific Reports","6",,"25697","","",,19,"10.1038/srep25697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973880409&doi=10.1038%2fsrep25697&partnerID=40&md5=dbab8569bb28bfa2073f7cc5cc85e294",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84973880409
"Carleton, T., Hsiang, S.M., Burke, M.","57189986650;36518809500;9744099300;","Conflict in a changing climate",2016,"European Physical Journal: Special Topics","225","3",,"489","511",,13,"10.1140/epjst/e2015-50100-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976333392&doi=10.1140%2fepjst%2fe2015-50100-5&partnerID=40&md5=8e190dbb1beee8349d195f496432eda6",Review,"Final","",Scopus,2-s2.0-84976333392
"Burke, M., Craxton, M., Kolstad, C.D., Onda, C., Allcott, H., Baker, E., Barrage, L., Carson, R., Gillingham, K., Graf-Zivin, J., Greenstone, M., Hallegatte, S., Hanemann, W.M., Heal, G., Hsiang, S., Jones, B., Kelly, D.L., Kopp, R., Kotchen, M., Mendelsohn, R., Meng, K., Metcalf, G., Moreno-Cruz, J., Pindyck, R., Rose, S., Rudik, I., Stock, J., Tol, R.S.J.","9744099300;57188803805;6603725191;55338418300;17433648600;23048959600;35221161500;23003412900;22984715200;57188816336;7005579308;23392612400;6603225504;7004654074;36518809500;8967584300;36882206800;7102794612;6505919766;57206544769;53865323700;7004606890;36872459400;6701565856;15825990000;57188802905;7202122235;55765581600;","Opportunities for advances in climate change economics",2016,"Science","352","6283",,"292","293",,72,"10.1126/science.aad9634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963612302&doi=10.1126%2fscience.aad9634&partnerID=40&md5=6a78c2b47334d48e37953fc2c2209e1a",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84963612302
"Burke, M., Hsiang, S.M., Miguel, E.","9744099300;36518809500;57203082736;","Global non-linear effect of temperature on economic production",2015,"Nature","527","7577",,"235","239",,688,"10.1038/nature15725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946934947&doi=10.1038%2fnature15725&partnerID=40&md5=a273182f6234ac4dd0cd747878165cea",Article,"Final","",Scopus,2-s2.0-84946934947
"Camargo, S.J., Hsiang, S.M.","7003648299;36518809500;","Tropical Cyclones: From the Influence of Climate to Their Socioeconomic Impacts",2015,"Extreme Events: Observations, Modeling, and Economics",,,,"303","342",,8,"10.1002/9781119157052.ch18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977448944&doi=10.1002%2f9781119157052.ch18&partnerID=40&md5=2962dc420f87e1fa4154bcb78b13e355",Book Chapter,"Final","",Scopus,2-s2.0-84977448944
"Burke, M., Hsiang, S.M., Miguel, E.","9744099300;36518809500;57203082736;","Climate and Conflict",2015,"Annual Review of Economics","7","1",,"577","617",,199,"10.1146/annurev-economics-080614-115430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938563727&doi=10.1146%2fannurev-economics-080614-115430&partnerID=40&md5=b3bfd7900505a0f203a4da90b0248726",Review,"Final","",Scopus,2-s2.0-84938563727
"Hsiang, S.M., Meng, K.C.","36518809500;53865323700;","Tropical economics",2015,"American Economic Review","105","5",,"257","261",,28,"10.1257/aer.p20151030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930724652&doi=10.1257%2faer.p20151030&partnerID=40&md5=cc087e93cecb0227b565768a1babcb53",Conference Paper,"Final","",Scopus,2-s2.0-84930724652
"Hsiang, S.M., Jina, A.S.","36518809500;53871654800;","Geography, depreciation, and growth",2015,"American Economic Review","105","5",,"252","256",,7,"10.1257/aer.p20151029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930724462&doi=10.1257%2faer.p20151029&partnerID=40&md5=c23e9f417ea8f622331296441c27f6d6",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84930724462
"Oppenheimer, M., Campos, M., Warren, R., Birkmann, J., Luber, G., O’Neill, B., Takahashi, K., Brklacich, M., Semenov, S., Licker, R., Hsiang, S.","7004870624;57193654609;22996291800;21733408600;15127075100;35234249500;55741327300;6602581225;36842586600;16426120800;36518809500;","Emergent risks and key vulnerabilities",2015,"Climate Change 2014 Impacts, Adaptation and Vulnerability: Part A: Global and Sectoral Aspects",,,,"1039","1100",,219,"10.1017/CBO9781107415379.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006766789&doi=10.1017%2fCBO9781107415379.024&partnerID=40&md5=62b575c6d6cd6d8e13bcf27966e194e6",Book Chapter,"Final","",Scopus,2-s2.0-85006766789
