作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Glaeser, E.L.","7003688582;","What can developing cities today learn from the urban past?",2022,"Regional Science and Urban Economics","94",,"103698","","",,2,"10.1016/j.regsciurbeco.2021.103698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112039603&doi=10.1016%2fj.regsciurbeco.2021.103698&partnerID=40&md5=cd76c1df6d5d261a483c8ed931c9aa41",Article,"Final","",Scopus,2-s2.0-85112039603
"Bosio, E., Djankov, S., Glaeser, E., Shleifer, A.","57225971027;7003925517;7003688582;7004575366;","Public Procurement in Law and Practice†",2022,"American Economic Review","112","4",,"1091","1117",,,"10.1257/aer.20200738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128624773&doi=10.1257%2faer.20200738&partnerID=40&md5=bdffecd368b34da0cacd82d31955070f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85128624773
"Chen, J., Glaeser, E., Wessel, D.","57221317882;7003688582;56879968900;","JUE Insight: The (non-)effect of opportunity zones on housing prices",2022,"Journal of Urban Economics",,,"103451","","",,,"10.1016/j.jue.2022.103451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128660021&doi=10.1016%2fj.jue.2022.103451&partnerID=40&md5=5b172091f8dbe70fe66585d8b0c3dd1f",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85128660021
"Baum-Snow, N., Glaeser, E.L., Rosenthal, S.S.","22133551000;7003688582;7202208577;","The Spread and Consequences of COVID-19 for Cities: An Introduction",2022,"Journal of Urban Economics","127",,"103428","","",,,"10.1016/j.jue.2022.103428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125919972&doi=10.1016%2fj.jue.2022.103428&partnerID=40&md5=2aea9e279a79b384ebf5e414fe273073",Editorial,"Final","All Open Access, Green",Scopus,2-s2.0-85125919972
"Balla-Elliott, D., Cullen, Z.B., Glaeser, E.L., Luca, M., Stanton, C.","57225940942;57225214289;7003688582;55554784900;56259005500;","DETERMINANTS OF SMALL BUSINESS REOPENING DECISIONS AFTER COVID RESTRICTIONS WERE LIFTED",2022,"Journal of Policy Analysis and Management",,,,"","",,,"10.1002/pam.22355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122685414&doi=10.1002%2fpam.22355&partnerID=40&md5=1c3de67b445c323f962282a63e34df77",Article,"Article in Press","",Scopus,2-s2.0-85122685414
"Glaeser, E.L.","7003688582;","Urban resilience",2022,"Urban Studies","59","1",,"3","35",,1,"10.1177/00420980211052230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118597777&doi=10.1177%2f00420980211052230&partnerID=40&md5=38740e0d922998ad2a55c0587c3f2ca7",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85118597777
"Glaeser, E.L., Gorback, C., Redding, S.J.","7003688582;57219703157;7006240226;","JUE Insight: How much does COVID-19 increase with mobility? Evidence from New York and four other U.S. cities",2022,"Journal of Urban Economics","127",,"103292","","",,28,"10.1016/j.jue.2020.103292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094846369&doi=10.1016%2fj.jue.2020.103292&partnerID=40&md5=30928d97f724f53b08fcc9357dd816be",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85094846369
"Glaeser, E., Kourtit, K., Nijkamp, P.","7003688582;25930439500;57217548706;","New urban challenges: Shared spaces in smart places – Overview and positioning",2021,"Land Use Policy","111",,"105672","","",,1,"10.1016/j.landusepol.2021.105672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114607268&doi=10.1016%2fj.landusepol.2021.105672&partnerID=40&md5=12778e196cf0e83ad6fd332ec595ce10",Article,"Final","",Scopus,2-s2.0-85114607268
"Cutler, D.M., Glaeser, E.L.","7102733401;7003688582;","When innovation goes wrong: Technological regress and the opioid epidemic",2021,"Journal of Economic Perspectives","35","4",,"171","196",,,"10.1257/jep.35.4.171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119678414&doi=10.1257%2fjep.35.4.171&partnerID=40&md5=fa2907ae6655111a74cdf081af525434",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85119678414
"Glaeser, E.L., Jin, G.Z., Leyden, B.T., Luca, M.","7003688582;8228270800;57222238404;55554784900;","Learning from deregulation: The asymmetric impact of lockdown and reopening on risky behavior during COVID-19",2021,"Journal of Regional Science","61","4",,"696","709",,7,"10.1111/jors.12539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107337754&doi=10.1111%2fjors.12539&partnerID=40&md5=39158e306b0dff6783f8fff287096390",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85107337754
