作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Sarstedt, M., Hair, J.F., Pick, M., Liengaard, B.D., Radomir, L., Ringle, C.M.","35957036000;16230161100;57217055724;57216896968;57200795991;23480356200;","Progress in partial least squares structural equation modeling use in marketing research in the last decade",2022,"Psychology and Marketing","39","5",,"1035","1064",,4,"10.1002/mar.21640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123736854&doi=10.1002%2fmar.21640&partnerID=40&md5=4d7114529fcb2f9d12a1fc22ff515b3c",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85123736854
"Cepeda-Carrión, G., Hair, J.F., Ringle, C.M., Roldán, J.L., García-Fernández, J.","24559027900;16230161100;23480356200;8952880200;55956610500;","Guest editorial: Sports management research using partial least squares structural equation modeling (PLS-SEM)",2022,"International Journal of Sports Marketing and Sponsorship","23","2",,"229","240",,,"10.1108/IJSMS-05-2022-242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128431048&doi=10.1108%2fIJSMS-05-2022-242&partnerID=40&md5=9bf45010fa96775bda9cb05fde189669",Editorial,"Final","All Open Access, Bronze",Scopus,2-s2.0-85128431048
"Damberg, S., Schwaiger, M., Ringle, C.M.","57226730270;8230225200;23480356200;","What’s important for relationship management? The mediating roles of relational trust and satisfaction for loyalty of cooperative banks’ customers",2022,"Journal of Marketing Analytics","10","1",,"3","18",,,"10.1057/s41270-021-00147-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121628827&doi=10.1057%2fs41270-021-00147-2&partnerID=40&md5=5ba3423e34d7d178dfdf26db86b77fe8",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85121628827
"Cho, G., Hwang, H., Sarstedt, M., Ringle, C.M.","57208372935;7403258293;35957036000;23480356200;","A Prediction-Oriented Specification Search Algorithm for Generalized Structured Component Analysis",2022,"Structural Equation Modeling",,,,"","",,,"10.1080/10705511.2022.2057315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129310657&doi=10.1080%2f10705511.2022.2057315&partnerID=40&md5=31de1502755d0affc593387144069e4a",Article,"Article in Press","",Scopus,2-s2.0-85129310657
"Sarstedt, M., Hair, J.F., Ringle, C.M.","35957036000;16230161100;23480356200;","“PLS-SEM: indeed a silver bullet”–retrospective observations and recent advances",2022,"Journal of Marketing Theory and Practice",,,,"","",,,"10.1080/10696679.2022.2056488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129129125&doi=10.1080%2f10696679.2022.2056488&partnerID=40&md5=9090c8f17f50b28268279b804e11f46f",Article,"Article in Press","",Scopus,2-s2.0-85129129125
"Cho, G., Kim, S., Lee, J., Hwang, H., Sarstedt, M., Ringle, C.M.","57208372935;57192069869;57225029824;7403258293;35957036000;23480356200;","A comparative study of the predictive power of component-based approaches to structural equation modeling",2022,"European Journal of Marketing",,,,"","",,2,"10.1108/EJM-07-2020-0542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127311494&doi=10.1108%2fEJM-07-2020-0542&partnerID=40&md5=6b7ab19a48bd7e43b3f0e33dae9129e9",Article,"Article in Press","",Scopus,2-s2.0-85127311494
"Becker, J.-M., Proksch, D., Ringle, C.M.","55471403200;55975887100;23480356200;","Revisiting Gaussian copulas to handle endogenous regressors",2022,"Journal of the Academy of Marketing Science","50","1",,"46","66",,2,"10.1007/s11747-021-00805-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116864696&doi=10.1007%2fs11747-021-00805-y&partnerID=40&md5=8c84d37c4b90e27e6288924001869f90",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85116864696
"Sarstedt, M., Radomir, L., Moisescu, O.I., Ringle, C.M.","35957036000;57200795991;35339514700;23480356200;","Latent class analysis in PLS-SEM: A review and recommendations for future applications",2022,"Journal of Business Research","138",,,"398","407",,9,"10.1016/j.jbusres.2021.08.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115964766&doi=10.1016%2fj.jbusres.2021.08.051&partnerID=40&md5=8b9cbbcc45e81365cefde9957ac82e8d",Article,"Final","",Scopus,2-s2.0-85115964766
"Hwang, H., Ringle, C.M., Sarstedt, M.","7403258293;23480356200;35957036000;","Guest Editorial",2021,"Data Base for Advances in Information Systems","52","SI",,"7","9",,,"10.1145/3505639.3505642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122629647&doi=10.1145%2f3505639.3505642&partnerID=40&md5=6eb0b88e629ba191705b68ffa57acf94",Editorial,"Final","",Scopus,2-s2.0-85122629647
"Saari, U.A., Damberg, S., Frömbling, L., Ringle, C.M.","57195244871;57226730270;57226731943;23480356200;","Sustainable consumption behavior of Europeans: The influence of environmental knowledge and risk perception on environmental concern and behavioral intention",2021,"Ecological Economics","189",,"107155","","",,18,"10.1016/j.ecolecon.2021.107155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112488222&doi=10.1016%2fj.ecolecon.2021.107155&partnerID=40&md5=834be5046e0ef224fad54ac854fd60d3",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85112488222
