作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Klonek, F.E., Kanse, L., Wee, S., Runneboom, C., Parker, S.K.","25652081900;6507023293;35754114200;57222962258;7401647326;","Did the COVID-19 Lock-Down Make Us Better at Working in Virtual Teams?",2022,"Small Group Research","53","2",,"185","206",,2,"10.1177/10464964211008991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104266649&doi=10.1177%2f10464964211008991&partnerID=40&md5=8c3232362f445b9588f06937dba17932",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85104266649
"Luksyte, A., Avery, D.R., Parker, S.K., Wang, Y., Johnson, L.U., Crepeau, L.","26967867600;7102937005;7401647326;55757783095;57192904182;7801513208;","Age diversity in teams: Examining the impact of the least agreeable member",2022,"Journal of Organizational Behavior","43","3",,"546","565",,,"10.1002/job.2570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116937944&doi=10.1002%2fjob.2570&partnerID=40&md5=e603bec66102495bc109748f5af81aff",Article,"Final","",Scopus,2-s2.0-85116937944
"Bindl, U.K., Parker, S.K., Sonnentag, S., Stride, C.B.","36117536600;7401647326;57208456656;6602646940;","Managing your feelings at work, for a reason: The role of individual motives in affect regulation for performance-related outcomes at work",2022,"Journal of Organizational Behavior",,,,"","",,,"10.1002/job.2628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128433020&doi=10.1002%2fjob.2628&partnerID=40&md5=21b3bc19187ccdde3005b87c0ff0d0fa",Article,"Article in Press","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85128433020
"Zhang, F., Parker, S.K.","57192428188;7401647326;","Reducing demands or optimizing demands? Effects of cognitive appraisal and autonomy on job crafting to change one’s work demands",2022,"European Journal of Work and Organizational Psychology",,,,"","",,,"10.1080/1359432X.2022.2032665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124220187&doi=10.1080%2f1359432X.2022.2032665&partnerID=40&md5=771b512cff6c783b8e341c8626d9bdca",Article,"Article in Press","",Scopus,2-s2.0-85124220187
"Knight, C., McLarnon, M.J.W., Wenzel, R., Parker, S.","57204781616;55515232300;57444305700;7401647326;","The importance of relational work design characteristics: A person-centred approach",2022,"Australian Journal of Management",,,,"","",,,"10.1177/03128962211073021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124197833&doi=10.1177%2f03128962211073021&partnerID=40&md5=0d4861c43ba8d9be1d435f061770f3cd",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85124197833
"Wang, Y., Dunlop, P.D., Parker, S.K., Griffin, M.A., Gachunga, H.","55757783095;7005406522;7401647326;7403310336;37048453500;","The moderating role of honesty-humility in the association of agreeableness with interpersonal competency: A study of managers in two countries",2022,"Applied Psychology","71","1",,"219","242",,1,"10.1111/apps.12318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118865947&doi=10.1111%2fapps.12318&partnerID=40&md5=b43daddf65446b7e2337a491684becd0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85118865947
"Ward, M.K., Yam, C.M.H., Palejwala, Z., Wallman, K., Taggart, S.M., Wood, F.M., Parker, S.K.","56449960200;57211319750;57211319790;6701389788;57317798000;7102235688;7401647326;","An Experimental Simulation of Heat Effects on Cognition and Workload of Surgical Team Members",2021,"Annals of Surgery","274","5",,"E395","E402",,3,"10.1097/SLA.0000000000004598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102563928&doi=10.1097%2fSLA.0000000000004598&partnerID=40&md5=98f47552fd5ebd214eb9b233f7d5233f",Article,"Final","",Scopus,2-s2.0-85102563928
"Chapman, M.T., Temby, P., Crane, M., Ntoumanis, N., Quested, E., Thøgersen-Ntoumani, C., Parker, S.K., Ducker, K.J., Peeling, P., Gucciardi, D.F.","57184921500;56048616900;55573905700;6604054863;57564946800;9333116700;7401647326;55848356900;23089031000;22940511600;","Team resilience emergence: Perspectives and experiences of military personnel selected for elite military training",2021,"European Journal of Social Psychology","51","6",,"951","968",,1,"10.1002/ejsp.2795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122318907&doi=10.1002%2fejsp.2795&partnerID=40&md5=1076a3be6c2a6c43a27a4fbe431380f3",Article,"Final","",Scopus,2-s2.0-85122318907
"Wang, B., Liu, Y., Parker, S.K.","57218830965;57191598398;7401647326;","Let's get on the same page: Conceptual clarification of individual-level information and communication technology use",2021,"Industrial and Organizational Psychology","14","3",,"404","408",,,"10.1017/iop.2021.80","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115914536&doi=10.1017%2fiop.2021.80&partnerID=40&md5=36644a953dd7ed57f8daa723bd13fc51",Note,"Final","",Scopus,2-s2.0-85115914536
"Turner, N., Barling, J., Dawson, J.F., Deng, C., Parker, S.K., Patterson, M.G., Stride, C.B.","10540657700;57206407664;7403192402;57212021755;7401647326;7402379484;6602646940;","Human resource management practices and organizational injury rates",2021,"Journal of Safety Research","78",,,"69","79",,2,"10.1016/j.jsr.2021.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108964234&doi=10.1016%2fj.jsr.2021.06.003&partnerID=40&md5=62620131e073b49dfac00663bd1dc1b1",Article,"Final","",Scopus,2-s2.0-85108964234
