作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"La Porta, R., Shleifer, A.","6701383903;7004575366;","Informality and development",2014,"Journal of Economic Perspectives","28","3",,"109","126",,375,"10.1257/jep.28.3.109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907506448&doi=10.1257%2fjep.28.3.109&partnerID=40&md5=7163279131d63093acc7beec50db11eb",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-84907506448
"Gennaioli, N., La Porta, R., Lopez De Silanes, F., Shleifer, A.","16063789100;6701383903;6603903853;7004575366;","Growth in regions",2014,"Journal of Economic Growth","19","3",,"259","309",,97,"10.1007/s10887-014-9105-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905685782&doi=10.1007%2fs10887-014-9105-9&partnerID=40&md5=bf0510fad982698713eef0357dbda97d",Article,"Final","",Scopus,2-s2.0-84905685782
"Chong, A., La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","7103367956;6701383903;6603903853;7004575366;","Letter grading government efficiency",2014,"Journal of the European Economic Association","12","2",,"277","299",,37,"10.1111/jeea.12076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896931583&doi=10.1111%2fjeea.12076&partnerID=40&md5=bedfc3d5e88516db991fe649ce847a8e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84896931583
"Gennaioli, N., La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","16063789100;6701383903;6603903853;7004575366;","Human capital and regional development",2013,"Quarterly Journal of Economics","128","1",,"105","164",,328,"10.1093/qje/qjs050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873578107&doi=10.1093%2fqje%2fqjs050&partnerID=40&md5=e06465120b84657114d949fd3d1ff2a6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84873578107
"La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","6701383903;6603903853;7004575366;","Law and Finance After a Decade of Research",2013,"Handbook of the Economics of Finance","2","PA",,"425","491",,35,"10.1016/B978-0-44-453594-8.00006-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873504320&doi=10.1016%2fB978-0-44-453594-8.00006-9&partnerID=40&md5=add413db8c188b7b10a489594da7899e",Book Chapter,"Final","",Scopus,2-s2.0-84873504320
"Djankov, S., La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","7003925517;6701383903;6603903853;7004575366;","Disclosure by politicians",2010,"American Economic Journal: Applied Economics","2","2",,"179","209",,81,"10.1257/app.2.2.179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955269539&doi=10.1257%2fapp.2.2.179&partnerID=40&md5=f38c42b6cbc1ba5d5b569c703f70615f",Article,"Final","All Open Access, Green",Scopus,2-s2.0-77955269539
"Balas, A., Porta, R.L., Lopez-de-Silanes, F., Shleifer, A.","57193860139;6701383903;6603903853;7004575366;","The Divergence of Legal Procedures",2009,"American Economic Journal: Economic Policy","1","2",,"138","162",,33,"10.1257/pol.1.2.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017141353&doi=10.1257%2fpol.1.2.138&partnerID=40&md5=ca0002012a3ff9240694829c9abfee15",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85017141353
"Porta, R.L., Shleifer, A.","6701383903;7004575366;","The unofficial economy and economic development",2008,"Brookings Papers on Economic Activity",,"2",,"275","352",,267,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70149109642&partnerID=40&md5=4f578a1f66d0d64884e8c583a4c70aaf",Conference Paper,"Final","",Scopus,2-s2.0-70149109642
"La Porta, R., Lopez-De-Silanes, F., Shleifer, A.","6701383903;6603903853;7004575366;","The economic consequences of legal origins",2008,"Journal of Economic Literature","46","2",,"285","332",,1654,"10.1257/jel.46.2.285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46049117276&doi=10.1257%2fjel.46.2.285&partnerID=40&md5=4b9f55b3d49d36cd2f2b80534d1549f9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-46049117276
"Djankov, S., La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","7003925517;6701383903;6603903853;7004575366;","The law and economics of self-dealing",2008,"Journal of Financial Economics","88","3",,"430","465",,1640,"10.1016/j.jfineco.2007.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46049103796&doi=10.1016%2fj.jfineco.2007.02.007&partnerID=40&md5=67ec7a1f01c64122b8f184fdd99d26fb",Article,"Final","All Open Access, Green",Scopus,2-s2.0-46049103796
"La Porta, R., Lopez-de-Silanes, F., Shleifer, A., Vishny, R.W.","6701383903;6603903853;7004575366;6701615092;","Investor protection and corporate governance",2007,"Corporate Governance and Corporate Finance: A European Perspective",,,,"91","110",,2,"10.4324/9780203940136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911166204&doi=10.4324%2f9780203940136&partnerID=40&md5=772f88df8ca779e8ef08b21059e6087a",Book Chapter,"Final","",Scopus,2-s2.0-84911166204
"La Porta, R., Lopez-De-Silanes, F., Shleifer, A.","6701383903;6603903853;7004575366;","What works in securities laws?",2006,"Journal of Finance","61","1",,"1","32",,1307,"10.1111/j.1540-6261.2006.00828.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444433012&doi=10.1111%2fj.1540-6261.2006.00828.x&partnerID=40&md5=bf8f7e78d0933e472ba86453c852927c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-31444433012
"Botero, J.C., Djankov, S., La Porta, R., Lopez-De-Silanes, F., Shleifer, A.","6604057767;7003925517;6701383903;6603903853;7004575366;","The regulation of labor",2004,"Quarterly Journal of Economics","119","4",,"1339","1382",,1042,"10.1162/0033553042476215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-10644262946&doi=10.1162%2f0033553042476215&partnerID=40&md5=fb95a809e4262a0fe770da5fc9a1c124",Article,"Final","All Open Access, Green",Scopus,2-s2.0-10644262946
"Glaeser, E.L., La Porta, R., Lopez-de-Silanes, F., Shleifer, A.","7003688582;6701383903;6603903853;7004575366;","Do institutions cause growth?",2004,"Journal of Economic Growth","9","3",,"271","303",,1481,"10.1023/B:JOEG.0000038933.16398.ed","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444289470&doi=10.1023%2fB%3aJOEG.0000038933.16398.ed&partnerID=40&md5=7e40551790fdb2d3713a137f00700246",Article,"Final","All Open Access, Green",Scopus,2-s2.0-4444289470
"La Porta, R., López De Silanes, F., Shleifer, A., Vishny, R.","6701383903;6603903853;7004575366;6701615092;","La protección del inversionista y la administración corporativa",2004,"Trimestre Economico","71","3",,"497","532",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4143154079&partnerID=40&md5=3849d8c884726ee9d3cafc0d7e0bd5a2",Review,"Final","",Scopus,2-s2.0-4143154079
