作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Si, S., Hall, J., Suddaby, R., Ahlstrom, D., Wei, J.","7006049245;55336812200;6506742499;56525447800;55437625100;","Technology, entrepreneurship, innovation and social change in digital economics",2022,"Technovation",,,"102484","","",,1,"10.1016/j.technovation.2022.102484","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125473505&doi=10.1016%2fj.technovation.2022.102484&partnerID=40&md5=55facf6cac3ac7def496b3a92f74b142",Editorial,"Article in Press","",Scopus,2-s2.0-85125473505
"Zhang, C., Wang, T., Ahlstrom, D.","56488857200;57281972500;56525447800;","Entrepreneurs' Networking Styles and Normative Underpinnings during Institutional Transition",2022,"Entrepreneurship Research Journal",,,,"","",,,"10.1515/erj-2021-0200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122610222&doi=10.1515%2ferj-2021-0200&partnerID=40&md5=5e1a88b3a75c9b451bb6cae882fc7a24",Article,"Article in Press","",Scopus,2-s2.0-85122610222
"Jain, S., Ahlstrom, D.","57203106892;56525447800;","Technology legitimacy and the legitimacy of technology: The case of chronic kidney disease therapies",2021,"Journal of Engineering and Technology Management - JET-M","62",,"101653","","",,2,"10.1016/j.jengtecman.2021.101653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113384144&doi=10.1016%2fj.jengtecman.2021.101653&partnerID=40&md5=be5cd300ee1d5d50525adf64a1d6d1e2",Article,"Final","",Scopus,2-s2.0-85113384144
"Ahlstrom, D., Wang, L.C.","56525447800;55286563900;","Temporal Strategies and Firms’ Speedy Responses to COVID-19",2021,"Journal of Management Studies","58","2",,"592","596",,13,"10.1111/joms.12664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097891899&doi=10.1111%2fjoms.12664&partnerID=40&md5=9b9fee30620f71c3d4b552bc288902b7",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85097891899
"Bruton, G.D., Ahlstrom, D., Chen, J.","6603867202;56525447800;55382431100;","China has emerged as an aspirant economy",2021,"Asia Pacific Journal of Management","38","1",,"1","15",,26,"10.1007/s10490-018-9638-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062469663&doi=10.1007%2fs10490-018-9638-0&partnerID=40&md5=596d6c3e29a246f37666af8774e403ef",Article,"Final","",Scopus,2-s2.0-85062469663
"Lin, W.-T., Chen, Y.-Y., Ahlstrom, D., Wang, L.C.","36805985600;56222890400;56525447800;55286563900;","Does international expansion constrain growth? Business groups, internationalization, institutional distance, and the Penrose effect",2021,"Multinational Business Review","29","1",,"70","95",,3,"10.1108/MBR-11-2019-0163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090234159&doi=10.1108%2fMBR-11-2019-0163&partnerID=40&md5=59853fd1815fd82f0f66f1132e7e94fe",Article,"Final","",Scopus,2-s2.0-85090234159
"Ye, W., Su, Z., Ahlstrom, D.","55876871900;21741158300;56525447800;","Bankruptcy laws, entrepreneurs’ socio-cognitions, and the pursuit of innovative opportunities",2021,"Small Business Economics",,,,"","",,1,"10.1007/s11187-021-00563-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117340700&doi=10.1007%2fs11187-021-00563-9&partnerID=40&md5=6fbd65d620b78b464a5f1f84ddf6c84f",Article,"Article in Press","",Scopus,2-s2.0-85117340700
"Lestari, Y.D., Nadia, F.N.D., Sukoco, B.M., Ahlstrom, D., Widianto, S., Susanto, E., Nasution, R.A., Fauzi, A.M.","57214673086;57209970709;25823403000;56525447800;55928498000;35932883300;24476878500;55951561800;","Dynamic managerial capability, trust in leadership and performance: the role of cynicism toward change",2021,"International Journal of Leadership in Education",,,,"","",,,"10.1080/13603124.2021.1974096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116769476&doi=10.1080%2f13603124.2021.1974096&partnerID=40&md5=3fa46756383a5d1dc123ce8582d93e05",Article,"Article in Press","",Scopus,2-s2.0-85116769476
"Chen, S.-Y., Lee, A.Y.-P., Ahlstrom, D.","54583342600;36662429500;56525447800;","Strategic talent management systems and employee behaviors: the mediating effect of calling",2021,"Asia Pacific Journal of Human Resources","59","1",,"84","108",,5,"10.1111/1744-7941.12229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068596735&doi=10.1111%2f1744-7941.12229&partnerID=40&md5=8152ce06a1e94c7fe2c2fa07ed58669a",Article,"Final","",Scopus,2-s2.0-85068596735
"Sun, S.L., Shi, W.S., Ahlstrom, D., Tian, L.R.","56062378400;24829895700;56525447800;57219435915;","Understanding institutions and entrepreneurship: The microfoundations lens and emerging economies",2020,"Asia Pacific Journal of Management","37","4",,"957","979",,4,"10.1007/s10490-020-09738-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092700719&doi=10.1007%2fs10490-020-09738-6&partnerID=40&md5=4441bcff818702e1c4376ca4a6cec3b2",Article,"Final","",Scopus,2-s2.0-85092700719
"Li, Y., Ahlstrom, D.","57192521604;56525447800;","Risk-taking in entrepreneurial decision-making: A dynamic model of venture decision",2020,"Asia Pacific Journal of Management","37","3",,"899","933",,8,"10.1007/s10490-018-9631-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067234936&doi=10.1007%2fs10490-018-9631-7&partnerID=40&md5=78234deda447b1196f3d4da0314c8ccc",Article,"Final","",Scopus,2-s2.0-85067234936
"Ahlstrom, D., Arregle, J.-L., Hitt, M.A., Qian, G., Ma, X., Faems, D.","56525447800;57210303562;8092411400;7103114839;15757472800;8720828400;","Managing Technological, Sociopolitical, and Institutional Change in the New Normal",2020,"Journal of Management Studies","57","3",,"411","437",,36,"10.1111/joms.12569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081237782&doi=10.1111%2fjoms.12569&partnerID=40&md5=b9d2b08e0a0480e869eabf5b131ce97e",Article,"Final","",Scopus,2-s2.0-85081237782
"Tomizawa, A., Zhao, L., Bassellier, G., Ahlstrom, D.","57207568947;55809678000;6506877593;56525447800;","Economic growth, innovation, institutions, and the Great Enrichment",2020,"Asia Pacific Journal of Management","37","1",,"7","31",,55,"10.1007/s10490-019-09648-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061647850&doi=10.1007%2fs10490-019-09648-2&partnerID=40&md5=83ef072c4f98709276a6800760fd30de",Article,"Final","",Scopus,2-s2.0-85061647850
"Tarba, S.Y., Cooke, F.L., Weber, Y., Ahlstrom, D., Cooper, S.C.L., Collings, D.G.","6503974503;7102561934;57195623045;56525447800;57205132316;23034068700;","Mergers and acquisitions in the global context: The role of human resource management",2020,"Journal of World Business","55","2","101048","","",,7,"10.1016/j.jwb.2019.101048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075466201&doi=10.1016%2fj.jwb.2019.101048&partnerID=40&md5=a9675fdd5475c8df99ed2ac84e145024",Editorial,"Final","All Open Access, Green",Scopus,2-s2.0-85075466201
