作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Kwak, D.W., Martin, R.S., Wooldridge, J.M.","56090944700;55689394400;7005740338;","The Robustness of Conditional Logit for Binary Response Panel Data Models with Serial Correlation",2021,"Journal of Econometric Methods",,,,"","",,2,"10.1515/jem-2021-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119987053&doi=10.1515%2fjem-2021-0005&partnerID=40&md5=a141908d105387b4a884a24ca4ba8da3",Article,"Article in Press","",Scopus,2-s2.0-85119987053
"Negi, A., Wooldridge, J.M.","57209292238;7005740338;","Revisiting regression adjustment in experiments with heterogeneous treatment effects",2021,"Econometric Reviews","40","5",,"504","534",,2,"10.1080/07474938.2020.1824732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092147135&doi=10.1080%2f07474938.2020.1824732&partnerID=40&md5=534a84801b93e9670e38d2e4ab407803",Article,"Final","",Scopus,2-s2.0-85092147135
"Wooldridge, J.M.","7005740338;","On the consistency of the logistic quasi-MLE under conditional symmetry",2020,"Economics Letters","194",,"109363","","",,,"10.1016/j.econlet.2020.109363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087391451&doi=10.1016%2fj.econlet.2020.109363&partnerID=40&md5=941f4b4596c68e30d308bfe00efd3adf",Article,"Final","",Scopus,2-s2.0-85087391451
"Lu, C., Wooldridge, J.M.","57194198236;7005740338;","A GMM estimator asymptotically more efficient than OLS and WLS in the presence of heteroskedasticity of unknown form",2020,"Applied Economics Letters","27","12",,"997","1001",,4,"10.1080/13504851.2019.1657228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073949782&doi=10.1080%2f13504851.2019.1657228&partnerID=40&md5=6aa6a63c5fb425addfcb0658d7fef0da",Article,"Final","",Scopus,2-s2.0-85073949782
"Wooldridge, J.M., Zhu, Y.","7005740338;57197793461;","Inference in Approximately Sparse Correlated Random Effects Probit Models With Panel Data",2020,"Journal of Business and Economic Statistics","38","1",,"1","18",,3,"10.1080/07350015.2019.1681276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076929615&doi=10.1080%2f07350015.2019.1681276&partnerID=40&md5=7171e763c40723d0a7425ddf85724bbf",Note,"Final","",Scopus,2-s2.0-85076929615
"Wooldridge, J.M., Zhu, Y.","7005740338;57197793461;","Rejoinder",2020,"Journal of Business and Economic Statistics","38","1",,"25","26",,,"10.1080/07350015.2019.1681278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076884120&doi=10.1080%2f07350015.2019.1681278&partnerID=40&md5=b8f1928b89cf385de1ba5b4613801a66",Letter,"Final","",Scopus,2-s2.0-85076884120
"Abadie, A., Athey, S., Imbens, G.W., Wooldridge, J.M.","7003559300;6603691303;6603956309;7005740338;","Sampling-Based versus Design-Based Uncertainty in Regression Analysis",2020,"Econometrica","88","1",,"265","296",,36,"10.3982/ECTA12675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079007957&doi=10.3982%2fECTA12675&partnerID=40&md5=2dd7a1103a833b61850f7789bf46c89e",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85079007957
"Guarino, C.M., Stacy, B.W., Wooldridge, J.M.","14012969600;56485524500;7005740338;","Comparing and assessing the consequences of two different approaches to measuring school effectiveness",2019,"Educational Assessment, Evaluation and Accountability","31","4",,"437","463",,2,"10.1007/s11092-019-09308-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074835196&doi=10.1007%2fs11092-019-09308-5&partnerID=40&md5=9bbf81807bcee18b63d48767dc9baf25",Article,"Final","",Scopus,2-s2.0-85074835196
"Wooldridge, J.M.","7005740338;","Correlated random effects models with unbalanced panels",2019,"Journal of Econometrics","211","1",,"137","150",,84,"10.1016/j.jeconom.2018.12.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059242298&doi=10.1016%2fj.jeconom.2018.12.010&partnerID=40&md5=ed7fa726970740a82188f34c47d9e7f9",Article,"Final","",Scopus,2-s2.0-85059242298
"Lin, W., Wooldridge, J.M.","56703960700;7005740338;","Testing and correcting for endogeneity in nonlinear unobserved effects models",2019,"Panel Data Econometrics: Theory",,,,"21","43",,6,"10.1016/B978-0-12-814367-4.00002-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084548330&doi=10.1016%2fB978-0-12-814367-4.00002-2&partnerID=40&md5=39f18c798f2d953c97cd39c7a5727d9d",Book Chapter,"Final","",Scopus,2-s2.0-85084548330
"Joshi, R., Wooldridge, J.M.","57210159793;7005740338;","Correlated random effects models with endogenous explanatory variables and unbalanced panels",2019,"Annals of Economics and Statistics",,"134",,"243","268",,8,"10.15609/annaeconstat2009.134.0243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069683663&doi=10.15609%2fannaeconstat2009.134.0243&partnerID=40&md5=ddea05d8cefac87c9162e9e9dbcce9ac",Article,"Final","",Scopus,2-s2.0-85069683663
"Rahmani, I., Wooldridge, J.M.","57208018116;7005740338;","Model-selection tests for complex survey samples",2019,"Advances in Econometrics","39",,,"109","135",,,"10.1108/S0731-905320190000039009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063581765&doi=10.1108%2fS0731-905320190000039009&partnerID=40&md5=7bf92282762166a0536a3b55215130a3",Article,"Final","",Scopus,2-s2.0-85063581765
