作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Noble, S.M., Mende, M., Grewal, D., Parasuraman, A.","7101864200;53980125600;7004324968;6603335581;","The Fifth Industrial Revolution: How harmonious human–machine collaboration is triggering a retail and service [r]evolution",2022,"Journal of Retailing",,,,"","",,,"10.1016/j.jretai.2022.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129546335&doi=10.1016%2fj.jretai.2022.04.003&partnerID=40&md5=8acb5cd6877a2fc9909416e55160ff40",Article,"Article in Press","All Open Access, Hybrid Gold",Scopus,2-s2.0-85129546335
"Parasuraman, A., Ball, J., Aksoy, L., Keiningham, T.L., Zaki, M.","6603335581;57192962611;8572425500;8572425700;57203034166;","More than a feeling? Toward a theory of customer delight",2021,"Journal of Service Management","32","1",,"1","26",,7,"10.1108/JOSM-03-2019-0094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085086937&doi=10.1108%2fJOSM-03-2019-0094&partnerID=40&md5=8393c7edd89d1fecfaf9b6a356b9c4b1",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85085086937
"Parasuraman, A.","6603335581;","On repositioning customer support services: some food for further thought",2020,"European Journal of Marketing","54","7",,"1809","1811",,,"10.1108/EJM-07-2020-973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088259109&doi=10.1108%2fEJM-07-2020-973&partnerID=40&md5=dee00520a808aa86c76beb3cbc21eecc",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-85088259109
"Colm, L., Ordanini, A., Parasuraman, A.","57194870804;6505825932;6603335581;","When Service Customers Do Not Consume in Isolation: A Typology of Customer Copresence Influence Modes (CCIMs)",2017,"Journal of Service Research","20","3",,"223","239",,43,"10.1177/1094670517690025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023767777&doi=10.1177%2f1094670517690025&partnerID=40&md5=483a86ce1643557e0575360881a27329",Article,"Final","",Scopus,2-s2.0-85023767777
"Rafaeli, A., Altman, D., Gremler, D.D., Huang, M.-H., Grewal, D., Iyer, B., Parasuraman, A., de Ruyter, K.","35866350800;57192983873;6508240192;55725698900;7004324968;55320077000;6603335581;7004664517;","The Future of Frontline Research: Invited Commentaries",2017,"Journal of Service Research","20","1",,"91","99",,100,"10.1177/1094670516679275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009774571&doi=10.1177%2f1094670516679275&partnerID=40&md5=3a64c7527af40672ef080ec4ea9d6228",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85009774571
"Rojas-Méndez, J.I., Parasuraman, A., Papadopoulos, N.","12780775500;6603335581;7103401365;","Demographics, attitudes, and technology readiness: A cross-cultural analysis and model validation",2017,"Marketing Intelligence and Planning","35","1",,"18","39",,49,"10.1108/MIP-08-2015-0163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009160011&doi=10.1108%2fMIP-08-2015-0163&partnerID=40&md5=377e39fc0fbd8af8350ed0f59dd25fbd",Article,"Final","",Scopus,2-s2.0-85009160011
"Andreassen, T.W., Kristensson, P., Lervik-Olsen, L., Parasuraman, A., McColl-Kennedy, J.R., Edvardsson, B., Colurcio, M.","7005879803;55606721841;26028362500;6603335581;6602375892;6701457475;13612669800;","Linking service design to value creation and service research",2016,"Journal of Service Management","27","1",,"21","29",,68,"10.1108/JOSM-04-2015-0123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962572523&doi=10.1108%2fJOSM-04-2015-0123&partnerID=40&md5=48adb4ef1585a3fa1d1c2e78fc8895c3",Article,"Final","",Scopus,2-s2.0-84962572523
"Ostrom, A.L., Parasuraman, A., Bowen, D.E., Patrício, L., Voss, C.A.","6603251884;6603335581;7201884865;22734539400;7004570874;","Service Research Priorities in a Rapidly Changing Context",2015,"Journal of Service Research","18","2",,"127","159",,828,"10.1177/1094670515576315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927646419&doi=10.1177%2f1094670515576315&partnerID=40&md5=5211f9e99242c789556c62ec55792cff",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84927646419
"Parasuraman, A., Colby, C.L.","6603335581;7004819576;","An Updated and Streamlined Technology Readiness Index: TRI 2.0",2015,"Journal of Service Research","18","1",,"59","74",,377,"10.1177/1094670514539730","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921024802&doi=10.1177%2f1094670514539730&partnerID=40&md5=818bd15f5d39eeb75231e894d526970c",Article,"Final","",Scopus,2-s2.0-84921024802
"Rojas-Méndez, J.I., Parasuraman, A., Papadopoulos, N.","12780775500;6603335581;7103401365;","Consumers’ Technology Readiness in a Developing Country: The Role of Demographics and Attitudes",2015,"Developments in Marketing Science: Proceedings of the Academy of Marketing Science",,,,"2","",,,"10.1007/978-3-319-18687-0_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125277859&doi=10.1007%2f978-3-319-18687-0_1&partnerID=40&md5=0a5ce9a3c02a93b1c5ac483f6b2252f3",Book Chapter,"Final","",Scopus,2-s2.0-85125277859
