作者,作者 ID,标题,年份,来源出版物名称,卷,期,论文编号,起始页码,结束页码,页码计数,施引文献,DOI,链接,文献类型,出版阶段,开放获取,来源出版物,EID
"Falk, A., Kosse, F., Pinger, P., Schildberg-Hörisch, H., Deckers, T.","56257581700;54909217300;36521581500;36239523800;55574976500;","Socioeconomic status and inequalities in children’s iq and economic preferences",2021,"Journal of Political Economy","129","9",,"2504","2545",,7,"10.1086/714992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110054465&doi=10.1086%2f714992&partnerID=40&md5=66362429b29d896a8f0bf8a5ea81e7fb",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85110054465
"Falk, A.","56257581700;","Bargaining and market behavior in Jerusalem, Ljubljana, Pittsburgh, and Tokyo: An experimental study (by Alvin E. Roth, Vesna Prasnikar, Masahiro Okuno-Fujiwara, and Shmuel Zamir)",2021,"The Art of Experimental Economics: Twenty Top Papers Reviewed",,,,"103","108",,,"10.4324/9781003019121-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118741876&doi=10.4324%2f9781003019121-9&partnerID=40&md5=9fb91103c2e3dfe1a0ebae731b09d1ed",Book Chapter,"Final","",Scopus,2-s2.0-85118741876
"Falk, A.","56257581700;","Facing yourself – A note on self-image",2021,"Journal of Economic Behavior and Organization","186",,,"724","734",,3,"10.1016/j.jebo.2020.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096849872&doi=10.1016%2fj.jebo.2020.11.003&partnerID=40&md5=48aee0c11f8ab3ff95f66a80fd42e2be",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85096849872
"Bašić, Z., Falk, A., Kosse, F.","57208274529;56257581700;54909217300;","The development of egalitarian norm enforcement in childhood and adolescence",2020,"Journal of Economic Behavior and Organization","179",,,"667","680",,,"10.1016/j.jebo.2019.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064325752&doi=10.1016%2fj.jebo.2019.03.014&partnerID=40&md5=a5ea45c8083c660fcdbf1c670fc77004",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85064325752
"FALK, A., NEUBER, T., SZECH, N.","56257581700;57220055863;37120915600;","Diffusion of being pivotal and immoral outcomes",2020,"Review of Economic Studies","87","5",,"2205","2229",,9,"10.1093/restud/rdz064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079613751&doi=10.1093%2frestud%2frdz064&partnerID=40&md5=b3791ddc59dc9781107193a148a0f68e",Review,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85079613751
"Habersaat, K.B., Betsch, C., Danchin, M., Sunstein, C.R., Böhm, R., Falk, A., Brewer, N.T., Omer, S.B., Scherzer, M., Sah, S., Fischer, E.F., Scheel, A.E., Fancourt, D., Kitayama, S., Dubé, E., Leask, J., Dutta, M., MacDonald, N.E., Temkina, A., Lieberoth, A., Jackson, M., Lewandowsky, S., Seale, H., Fietje, N., Schmid, P., Gelfand, M., Korn, L., Eitze, S., Felgendreff, L., Sprengholz, P., Salvi, C., Butler, R.","55825292400;15519602600;7801534665;7006153931;36674515300;56257581700;7005054371;57216065685;57217314169;36477559900;8083619300;57217172699;55911947100;55237471300;57201661729;57192670462;15022414800;7202349358;22235424200;55339987300;56859531700;7003392492;23104390500;16202676200;55547038900;7201803113;55846232300;57202979029;57217305735;57216873521;57202512263;56401478800;","Ten considerations for effectively managing the COVID-19 transition",2020,"Nature Human Behaviour","4","7",,"677","687",,118,"10.1038/s41562-020-0906-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087051016&doi=10.1038%2fs41562-020-0906-x&partnerID=40&md5=1c70a6adf2e3c915798da2c993947d6f",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85087051016
"Falk, A., Graeber, T.","56257581700;57221694219;","Delayed negative effects of prosocial spending on happiness",2020,"Proceedings of the National Academy of Sciences of the United States of America","117","12",,"6463","6468",,6,"10.1073/pnas.1914324117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082306145&doi=10.1073%2fpnas.1914324117&partnerID=40&md5=b7dce56ef787fb5b5e97f2188c07e8be",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85082306145
"Kosse, F., Deckers, T., Pinger, P., Schildberg-Hörisch, H., Falk, A.","54909217300;55574976500;36521581500;36239523800;56257581700;","The formation of prosociality: Causal evidence on the role of social environment",2020,"Journal of Political Economy","128","2",,"434","467",,43,"10.1086/704386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077897358&doi=10.1086%2f704386&partnerID=40&md5=eb4064e96af56843ff992229abf5cb6a",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85077897358
"Falk, A., Kosse, F., Pinger, P.","56257581700;54909217300;36521581500;","Re-Revisiting the Marshmallow Test: A Direct Comparison of Studies by Shoda, Mischel, and Peake (1990) and Watts, Duncan, and Quan (2018)",2020,"Psychological Science","31","1",,"100","104",,10,"10.1177/0956797619861720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077396811&doi=10.1177%2f0956797619861720&partnerID=40&md5=5283513d0fc9d9ac3318afbc891ae4a9",Note,"Final","",Scopus,2-s2.0-85077396811
"Altmann, S., Falk, A., Heidhues, P., Jayaraman, R., Teirlinck, M.","23487753800;56257581700;6507232861;7005905898;57212352138;","Defaults and donations: Evidence from a field experiment",2019,"Review of Economics and Statistics","101","5",,"808","826",,11,"10.1162/rest_a_00774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076454169&doi=10.1162%2frest_a_00774&partnerID=40&md5=4521012c8689aa6a449942d42b84aaff",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85076454169
